timestamp,tenant,p50_min,p90_min,p99_min
2025-09-16 10:54:00+00:00,alpha,4.197246606672746,7.124296687575458,9.194290058374829
2025-09-16 10:55:00+00:00,alpha,3.989711813247464,7.172843171307068,9.095632186716122
2025-09-16 10:56:00+00:00,alpha,3.8161058891258666,6.652312729532854,8.733077328637012
2025-09-16 10:57:00+00:00,alpha,3.974090157880095,6.754135386015188,8.606248946496617
2025-09-16 10:58:00+00:00,alpha,3.9281227080991963,7.096214939279965,9.051403677038001
2025-09-16 10:59:00+00:00,alpha,4.017636660081797,6.705004326771917,9.254443334765249
2025-09-16 11:00:00+00:00,alpha,3.8027318422951177,7.145369967795048,8.999826398015745
2025-09-16 11:01:00+00:00,alpha,3.913834543638969,6.749929043642362,8.886622699281913
2025-09-16 11:02:00+00:00,alpha,4.117934587227489,6.85961492303107,9.204225044722733
2025-09-16 11:03:00+00:00,alpha,4.00860121004605,6.810737106397099,8.923088028352858
2025-09-16 11:04:00+00:00,alpha,4.087705255450185,6.892796064369621,9.202823941009886
2025-09-16 11:05:00+00:00,alpha,4.100906758383708,6.7452080698512304,9.34193453326931
2025-09-16 11:06:00+00:00,alpha,4.081271184647145,7.173689512341216,9.250568276247204
2025-09-16 11:07:00+00:00,alpha,4.103076529884229,7.0700618601902026,8.81084857308864
2025-09-16 11:08:00+00:00,alpha,3.9653921988845777,7.306828995766336,9.006083844102836
2025-09-16 11:09:00+00:00,alpha,3.868558302700507,6.792592253723156,9.057275135145499
2025-09-16 11:10:00+00:00,alpha,4.087677430003527,7.073863635855464,8.847113948513888
2025-09-16 11:11:00+00:00,alpha,3.868795268208623,7.055351659093628,8.986872874465258
2025-09-16 11:12:00+00:00,alpha,4.079128319987904,6.994679124120612,8.860248654862392
2025-09-16 11:13:00+00:00,alpha,3.8247843296369197,7.1337712988916335,9.065511297509977
2025-09-16 11:14:00+00:00,alpha,3.949776228797384,7.230890863692423,8.59247375734925
2025-09-16 11:15:00+00:00,alpha,3.9897548105431904,7.328989173834079,8.617466129273057
2025-09-16 11:16:00+00:00,alpha,4.055239323546474,6.990997413966165,9.342018704322172
2025-09-16 11:17:00+00:00,alpha,4.098560367825248,6.712081449175023,8.703782975713512
2025-09-16 11:18:00+00:00,alpha,3.955872410942666,7.0346534849263485,9.412762489034723
2025-09-16 11:19:00+00:00,alpha,4.1789077268300385,7.091401678384081,9.337667687785926
2025-09-16 11:20:00+00:00,alpha,4.056104916047969,6.800111652926891,9.147348906347945
2025-09-16 11:21:00+00:00,alpha,3.824126322663969,7.224954322175044,8.939673522210175
2025-09-16 11:22:00+00:00,alpha,3.888951316731197,6.898716659646459,8.882236633187011
2025-09-16 11:23:00+00:00,alpha,4.126395950708338,6.905186239017333,9.355575183503648
2025-09-16 11:24:00+00:00,alpha,4.183372477514462,7.002559482180304,9.398684939060526
2025-09-16 11:25:00+00:00,alpha,3.86406986109921,6.990722346365459,9.244532027055685
2025-09-16 11:26:00+00:00,alpha,3.962821370391412,7.263639377266518,9.401203177900365
2025-09-16 11:27:00+00:00,alpha,4.0676829417091405,7.017179306484472,8.56018897097473
2025-09-16 11:28:00+00:00,alpha,4.071617883988219,7.228964147332926,9.414609184533205
2025-09-16 11:29:00+00:00,alpha,4.073383163540716,7.002576598756828,8.717943190973998
2025-09-16 11:30:00+00:00,alpha,3.925763869692914,6.8077783927071565,8.890559163170712
2025-09-16 11:31:00+00:00,alpha,3.925467033319625,7.0949123849414555,8.992288820206182
2025-09-16 11:32:00+00:00,alpha,4.069188756184509,6.958863130244919,9.004468343438383
2025-09-16 11:33:00+00:00,alpha,3.8441844093944395,6.861607424753191,9.22767880004879
2025-09-16 11:34:00+00:00,alpha,4.156600495279239,6.931951296482015,8.909323520784085
2025-09-16 11:35:00+00:00,alpha,3.945315439514503,6.831631246605082,8.629731251488506
2025-09-16 11:36:00+00:00,alpha,4.110890314055019,6.879339409312724,8.937528929232265
2025-09-16 11:37:00+00:00,alpha,4.177987574135212,7.020395222511689,8.631275320132465
2025-09-16 11:38:00+00:00,alpha,3.8368577559857364,7.192892420943709,8.69350292370169
2025-09-16 11:39:00+00:00,alpha,3.8945374092444784,6.762055121244718,8.747403726549722
2025-09-16 11:40:00+00:00,alpha,4.078791538729424,6.872329468731057,9.040000625144554
2025-09-16 11:41:00+00:00,alpha,3.8444487470592423,6.918209994225193,8.568295724005367
2025-09-16 11:42:00+00:00,alpha,4.004875658944446,6.954206599378985,9.162101189942806
2025-09-16 11:43:00+00:00,alpha,3.8472865994037706,6.986494312875536,9.381895215602098
2025-09-16 11:44:00+00:00,alpha,3.9584627228566087,7.192883434198952,8.721971808553192
2025-09-16 11:45:00+00:00,alpha,4.033472021951229,6.806304896024258,8.606921996776862
2025-09-16 11:46:00+00:00,alpha,3.826716338083838,6.953492757736772,8.713862509144548
2025-09-16 11:47:00+00:00,alpha,3.8151003903812493,7.23580936610085,8.743237955048965
2025-09-16 11:48:00+00:00,alpha,3.990579995736147,6.811534459608393,8.839997235505912
2025-09-16 11:49:00+00:00,alpha,4.071755192366987,6.808921532976424,9.292290250262711
2025-09-16 11:50:00+00:00,alpha,4.099904681803308,7.296381471345054,9.391313818611323
2025-09-16 11:51:00+00:00,alpha,4.084599165170048,7.073199930344129,8.79643937428454
2025-09-16 11:52:00+00:00,alpha,3.8358876394735955,6.870550078795889,8.6046089804965
2025-09-16 11:53:00+00:00,alpha,4.131505803345926,6.904072244710333,8.969293589650084
2025-09-16 11:54:00+00:00,alpha,4.180916722851233,6.842152575956025,8.721595592104885
2025-09-16 11:55:00+00:00,alpha,3.8558932819259937,7.213656869167222,9.315507188070235
2025-09-16 11:56:00+00:00,alpha,4.027140783307507,7.195018698024831,9.288677315033867
2025-09-16 11:57:00+00:00,alpha,3.9504972519154165,6.92708158236285,8.557859672531839
2025-09-16 11:58:00+00:00,alpha,3.8607586481023026,7.041477898808973,9.395794446603512
2025-09-16 11:59:00+00:00,alpha,4.023308450541041,7.272091152144585,8.631499353122981
2025-09-16 12:00:00+00:00,alpha,4.137107603131406,6.833540530214996,9.206960368181399
2025-09-16 12:01:00+00:00,alpha,4.123333720083763,6.784724051876887,9.163995233405764
2025-09-16 12:02:00+00:00,alpha,3.821168557842771,7.128707688001968,9.138232743680495
2025-09-16 12:03:00+00:00,alpha,3.8470747395833635,6.7513715187758825,8.970586882799688
2025-09-16 12:04:00+00:00,alpha,3.9712674666542007,6.958126017258315,9.044124740185651
2025-09-16 12:05:00+00:00,alpha,3.864948524129044,6.933972316932209,9.400262724018283
2025-09-16 12:06:00+00:00,alpha,4.038039049212667,7.051072493991573,9.383250151994211
2025-09-16 12:07:00+00:00,alpha,3.981145074049811,7.149525296354957,9.350516665282912
2025-09-16 12:08:00+00:00,alpha,3.821496452163322,7.227162121956107,9.31122471219448
2025-09-16 12:09:00+00:00,alpha,4.196767795954046,7.1748538543843425,9.414534392509774
2025-09-16 12:10:00+00:00,alpha,3.906706526712897,7.033101857969174,9.448427372202664
2025-09-16 12:11:00+00:00,alpha,3.9112324926252455,7.321533866481416,9.43941033337158
2025-09-16 12:12:00+00:00,alpha,4.017300120267435,6.90146787262428,8.902565230543573
2025-09-16 12:13:00+00:00,alpha,3.907390196459548,6.896584688627739,9.075568524073772
2025-09-16 12:14:00+00:00,alpha,3.9440749346198074,7.329393446956204,8.793843697484354
2025-09-16 12:15:00+00:00,alpha,3.81209796259149,7.026106561067438,9.282132900967817
2025-09-16 12:16:00+00:00,alpha,3.9026493070994204,6.839308038038342,8.982646349609935
2025-09-16 12:17:00+00:00,alpha,3.9030049126657294,7.155511729597865,9.091439459280492
2025-09-16 12:18:00+00:00,alpha,4.151477800693013,7.265188591185026,9.105517756846451
2025-09-16 12:19:00+00:00,alpha,4.186357336157382,6.876422050888456,9.212674456163118
2025-09-16 12:20:00+00:00,alpha,3.9225715874032017,6.869014030945825,8.775620729689756
2025-09-16 12:21:00+00:00,alpha,3.952687861087831,6.922668791695772,9.183734340654977
2025-09-16 12:22:00+00:00,alpha,4.0016232867661845,7.010694349326557,9.427897876368517
2025-09-16 12:23:00+00:00,alpha,3.8945503123388368,6.990265589744468,9.416623443460756
2025-09-16 12:24:00+00:00,alpha,3.8247377638341913,7.254141273623978,9.44748210048861
2025-09-16 12:25:00+00:00,alpha,3.858656484497589,7.033700048425667,8.848246947564656
2025-09-16 12:26:00+00:00,alpha,3.808824390797226,7.178467012953035,8.831669221143635
2025-09-16 12:27:00+00:00,alpha,4.16072137343567,7.28038017764634,9.243543471349385
2025-09-16 12:28:00+00:00,alpha,4.131477621467027,7.27140671090998,9.414198530601784
2025-09-16 12:29:00+00:00,alpha,4.112103473684451,7.1807948261066805,9.377524905613328
2025-09-16 12:30:00+00:00,alpha,3.9478180220179686,6.903779938676615,9.020931678502285
2025-09-16 12:31:00+00:00,alpha,4.144816749704777,6.6508886217105285,8.787689351032105
2025-09-16 12:32:00+00:00,alpha,3.9797062671147305,6.9999988288195185,8.87522297043836
2025-09-16 12:33:00+00:00,alpha,3.957467468078135,6.759488154459017,9.17449818230429
2025-09-16 12:34:00+00:00,alpha,3.8576727985506225,6.975137022047815,8.71341757838409
2025-09-16 12:35:00+00:00,alpha,4.1210170911173645,7.155881476246018,9.155444798989041
2025-09-16 12:36:00+00:00,alpha,4.1167292022963045,6.66377000915859,8.954302828877331
2025-09-16 12:37:00+00:00,alpha,3.811710482162726,7.20117350774127,9.109616835353023
2025-09-16 12:38:00+00:00,alpha,4.134919319841239,6.804348287227304,8.834765008439192
2025-09-16 12:39:00+00:00,alpha,4.002463894395817,6.897338157425881,9.288515903931819
2025-09-16 12:40:00+00:00,alpha,3.9284645015832087,7.1908478515728245,8.584087262334714
2025-09-16 12:41:00+00:00,alpha,4.071771875034385,6.895784952473566,8.596284878180464
2025-09-16 12:42:00+00:00,alpha,3.8175289766392426,7.106659063517519,8.755477066401335
2025-09-16 12:43:00+00:00,alpha,4.108598560002137,7.2638412219238075,9.353340366286904
2025-09-16 12:44:00+00:00,alpha,4.141485020809813,6.910965856649701,9.24305649634874
2025-09-16 12:45:00+00:00,alpha,3.8002310663426404,7.323588814664375,9.404329548657739
2025-09-16 12:46:00+00:00,alpha,3.8163094994713838,6.6987226577275205,8.833637210357436
2025-09-16 12:47:00+00:00,alpha,4.117831430841453,6.7184293527589,9.339380576633202
2025-09-16 12:48:00+00:00,alpha,4.135959661866709,6.666286817827705,8.702288898098056
2025-09-16 12:49:00+00:00,alpha,4.092616848596226,7.234457640492911,9.312017359769039
2025-09-16 12:50:00+00:00,alpha,4.04987579653336,6.9612864825426,8.779283767997129
2025-09-16 12:51:00+00:00,alpha,4.155279013511098,6.912485063733227,8.596698107051925
2025-09-16 12:52:00+00:00,alpha,4.070902774327216,7.069704478234294,9.341330115082389
2025-09-16 12:53:00+00:00,alpha,4.0918364185103515,7.075235829922493,9.064585607730063
2025-09-16 12:54:00+00:00,alpha,4.19928928947457,6.857538131850947,9.259138594439978
2025-09-16 12:55:00+00:00,alpha,3.899989987290301,6.81067625760008,8.969174307911267
2025-09-16 12:56:00+00:00,alpha,3.893323459859335,7.16765370145524,8.772038685938186
2025-09-16 12:57:00+00:00,alpha,4.051234199569995,7.1866354393037915,8.580292718105975
2025-09-16 12:58:00+00:00,alpha,3.8815063466670248,6.782305376887661,9.42625733268031
2025-09-16 12:59:00+00:00,alpha,4.1738790927434675,6.696458592293639,8.92996856101354
2025-09-16 13:00:00+00:00,alpha,3.8273169574986268,7.068238722710625,9.018113069278247
2025-09-16 13:01:00+00:00,alpha,4.0491222653658845,7.079160599805692,8.718468562646995
2025-09-16 13:02:00+00:00,alpha,4.162276407465287,7.007825738958269,9.024960166461293
2025-09-16 13:03:00+00:00,alpha,3.9548683684966033,7.2222846553200695,8.739836553837007
2025-09-16 13:04:00+00:00,alpha,3.8346013936630285,7.284364379848656,9.329660810746308
2025-09-16 13:05:00+00:00,alpha,4.1685153256837655,6.792335388720079,9.258356606818213
2025-09-16 13:06:00+00:00,alpha,4.117038591524437,7.156766331433711,9.445676638285983
2025-09-16 13:07:00+00:00,alpha,3.957814425144025,7.136527506776196,9.042431891884696
2025-09-16 13:08:00+00:00,alpha,4.005812498350908,6.747010673967856,9.418071023376005
2025-09-16 13:09:00+00:00,alpha,4.182052753894315,7.0477380530066975,8.63802011801106
2025-09-16 13:10:00+00:00,alpha,4.069341019577363,7.0700312693432,9.271039808429979
2025-09-16 13:11:00+00:00,alpha,4.076181848009125,6.939774865590431,8.951021645509936
2025-09-16 13:12:00+00:00,alpha,4.051986643666011,7.205062679356532,8.554828925218018
2025-09-16 13:13:00+00:00,alpha,3.892528015743514,7.126304976346109,9.02791822348594
2025-09-16 13:14:00+00:00,alpha,4.075739219502275,6.827608619254519,8.724226677325621
2025-09-16 13:15:00+00:00,alpha,3.9334847038157665,7.2387866509068335,9.39836759342118
2025-09-16 13:16:00+00:00,alpha,3.9250513386050465,6.982842628764596,9.014594828393843
2025-09-16 13:17:00+00:00,alpha,4.183536685798321,6.813900902040453,9.00601424717242
2025-09-16 13:18:00+00:00,alpha,3.9456025628067923,7.119364051611008,9.307667370069893
2025-09-16 13:19:00+00:00,alpha,4.169748168100513,7.130300943508913,9.396132209405021
2025-09-16 13:20:00+00:00,alpha,4.16333764181041,7.083420912393181,8.572837591329842
2025-09-16 13:21:00+00:00,alpha,4.148421660833775,7.261440940340271,8.648993717954776
2025-09-16 13:22:00+00:00,alpha,3.8352238337800006,6.797054300067363,8.784955581193191
2025-09-16 13:23:00+00:00,alpha,3.9970202369072894,6.863658071988035,8.985168315509803
2025-09-16 13:24:00+00:00,alpha,4.08917454495256,7.209844626340326,8.749762441298094
2025-09-16 13:25:00+00:00,alpha,3.9462441755450173,6.832554741719816,9.398268643474735
2025-09-16 13:26:00+00:00,alpha,3.8676905117757294,6.975352436963889,8.718058300365213
2025-09-16 13:27:00+00:00,alpha,4.169524601361079,7.07454134993699,8.993384649533061
2025-09-16 13:28:00+00:00,alpha,4.003639193651727,7.017042100736827,9.139016025030305
2025-09-16 13:29:00+00:00,alpha,4.076335382840125,6.789186546225019,8.737643972120235
2025-09-16 13:30:00+00:00,alpha,3.9841748533199497,6.950834159093106,8.62527261337837
2025-09-16 13:31:00+00:00,alpha,4.040869868322079,6.737267311680305,9.373213287702013
2025-09-16 13:32:00+00:00,alpha,4.061132727016069,7.319445165949028,9.361110135467401
2025-09-16 13:33:00+00:00,alpha,4.010739283280066,7.1029766184298015,9.443907148131768
2025-09-16 13:34:00+00:00,alpha,3.9539850740176723,6.800452310519836,9.286196681686949
2025-09-16 13:35:00+00:00,alpha,3.843800817260039,6.7772468214175285,8.73658561167267
2025-09-16 13:36:00+00:00,alpha,4.120318649435381,7.224392517440691,9.418453299140786
2025-09-16 13:37:00+00:00,alpha,3.9400552066845584,6.841125815371161,9.374739068295158
2025-09-16 13:38:00+00:00,alpha,4.1077377177324434,6.934193614357391,9.15889177711431
2025-09-16 13:39:00+00:00,alpha,3.946451939309315,6.673506518782886,8.612753347232706
2025-09-16 13:40:00+00:00,alpha,3.938360765638816,6.915260412259202,9.392744710886099
2025-09-16 13:41:00+00:00,alpha,3.8233450989707967,7.311149017972526,8.724278094002624
2025-09-16 13:42:00+00:00,alpha,4.138061538829838,6.992964650338186,9.420355060470506
2025-09-16 13:43:00+00:00,alpha,4.028698512439882,7.102704630899329,8.915690597580577
2025-09-16 13:44:00+00:00,alpha,3.9698616357358993,6.6838522280057155,9.334640922473636
2025-09-16 13:45:00+00:00,alpha,4.01833351933381,6.72793869246096,8.717234021528535
2025-09-16 13:46:00+00:00,alpha,3.9155511176974307,6.789588252833791,8.94380138566163
2025-09-16 13:47:00+00:00,alpha,4.182458852828286,6.724763009283712,9.312669158677963
2025-09-16 13:48:00+00:00,alpha,3.97374049316181,6.936234081601538,9.424460837766501
2025-09-16 13:49:00+00:00,alpha,3.8198190932914753,6.920630748909775,9.06740134797987
2025-09-16 13:50:00+00:00,alpha,3.830331028690517,7.1555075685559935,8.842542868336029
2025-09-16 13:51:00+00:00,alpha,3.9554020899226834,6.96528415947095,8.923192275841108
2025-09-16 13:52:00+00:00,alpha,3.850622161641929,6.718136588662984,9.063135130017297
2025-09-16 13:53:00+00:00,alpha,4.169221825700996,7.25217105152729,8.727062786809519
2025-09-16 13:54:00+00:00,alpha,3.8793161447569084,6.747049415921312,9.228316312567207
2025-09-16 13:55:00+00:00,alpha,4.12223031699199,7.296347552221728,9.378380883819842
2025-09-16 13:56:00+00:00,alpha,4.117473131344852,7.202350045275643,9.32438008569549
2025-09-16 13:57:00+00:00,alpha,3.9171588056209004,6.670483122705095,8.564121306010856
2025-09-16 13:58:00+00:00,alpha,4.063542292454106,6.945281409214385,9.003678176345042
2025-09-16 13:59:00+00:00,alpha,3.8441616144148227,7.1162910192587026,9.098226573509113
2025-09-16 14:00:00+00:00,alpha,3.876665309237728,7.231082630741948,9.278438556096722
2025-09-16 14:01:00+00:00,alpha,3.8775994946471153,6.726224712819569,9.280330943966316
2025-09-16 14:02:00+00:00,alpha,3.869207511246135,7.086009033109576,8.697477849498975
2025-09-16 14:03:00+00:00,alpha,3.989783531305248,7.044264267276281,8.58553303651712
2025-09-16 14:04:00+00:00,alpha,4.049194471110115,6.759774579370004,8.780942145970995
2025-09-16 14:05:00+00:00,alpha,4.006444961926436,7.006024812422961,8.919641815706338
2025-09-16 14:06:00+00:00,alpha,4.090408031468019,6.7974270522001925,8.70662534872146
2025-09-16 14:07:00+00:00,alpha,3.962813852467816,6.734162627364613,8.563897794560658
2025-09-16 14:08:00+00:00,alpha,4.032187117088813,6.860664589164314,9.047501867715825
2025-09-16 14:09:00+00:00,alpha,4.196126126076875,6.84699801388829,8.780680970494236
2025-09-16 14:10:00+00:00,alpha,3.9967570507381516,6.684378528667622,9.231813099875325
2025-09-16 14:11:00+00:00,alpha,4.08520917658608,6.8761786459000165,8.691601107184797
2025-09-16 14:12:00+00:00,alpha,3.9378638843343525,6.93015393137987,8.681844388046608
2025-09-16 14:13:00+00:00,alpha,4.11456826700348,7.18348532196258,9.00847183047652
2025-09-16 14:14:00+00:00,alpha,3.8813593170031186,6.7876716874800245,9.36022081259744
2025-09-16 14:15:00+00:00,alpha,3.93360709655843,7.266591863070857,9.447242047883151
2025-09-16 14:16:00+00:00,alpha,3.9941735807688654,6.780022676881028,9.408434283676257
2025-09-16 14:17:00+00:00,alpha,4.01690913146439,6.7499396793512,8.562688060030315
2025-09-16 14:18:00+00:00,alpha,4.076002072063949,6.6685603328905865,8.96884999316674
2025-09-16 14:19:00+00:00,alpha,4.07955835640616,6.94688160011623,9.064839862006568
2025-09-16 14:20:00+00:00,alpha,4.041224757231555,7.190777772862249,8.989725669372804
2025-09-16 14:21:00+00:00,alpha,3.9614569723123543,6.951938243084114,9.445934254475628
2025-09-16 14:22:00+00:00,alpha,3.855986106357696,7.0118671375479,8.944597931308257
2025-09-16 14:23:00+00:00,alpha,3.839809486895228,7.026918010402489,9.124167544759453
2025-09-16 14:24:00+00:00,alpha,3.901084260950264,6.968586579967317,8.754891729502557
2025-09-16 14:25:00+00:00,alpha,4.141760082955093,6.8785263154721905,8.991145516307073
2025-09-16 14:26:00+00:00,alpha,3.992992258922016,6.792620643047547,9.369647028527675
2025-09-16 14:27:00+00:00,alpha,4.175907400713872,7.25814084448951,9.362386598047841
2025-09-16 14:28:00+00:00,alpha,3.958006157714832,6.840584989774502,8.677149604527338
2025-09-16 14:29:00+00:00,alpha,4.173083618448097,6.848678356155537,9.316332230204862
2025-09-16 14:30:00+00:00,alpha,3.8897875175803853,6.881250702782609,8.556771003721616
2025-09-16 14:31:00+00:00,alpha,3.8621362077894443,7.280981405123254,8.834452243522765
2025-09-16 14:32:00+00:00,alpha,3.926858680919091,6.715950178137241,8.702779914431595
2025-09-16 14:33:00+00:00,alpha,4.123692680982285,6.966358342948596,9.286173966559259
2025-09-16 14:34:00+00:00,alpha,3.913587686302537,7.035840088429737,9.092729257686964
2025-09-16 14:35:00+00:00,alpha,4.025959044222656,7.115212492303899,8.685600096351369
2025-09-16 14:36:00+00:00,alpha,3.8943395337257827,7.025613528160853,9.274941842756942
2025-09-16 14:37:00+00:00,alpha,3.9138620722290143,6.6521833295362365,9.212339670482312
2025-09-16 14:38:00+00:00,alpha,3.8564934039084586,7.146758628069407,9.317992212841204
2025-09-16 14:39:00+00:00,alpha,4.1459326240453285,6.973248982717704,9.061367642129971
2025-09-16 14:40:00+00:00,alpha,3.894928332298478,7.09372505326614,8.719798469346632
2025-09-16 14:41:00+00:00,alpha,4.002378149729521,6.951630351263856,8.815718327643735
2025-09-16 14:42:00+00:00,alpha,4.107807458758508,7.07695364017747,9.396394902411766
2025-09-16 14:43:00+00:00,alpha,3.9998169682646045,6.880302031435846,8.64186404995793
2025-09-16 14:44:00+00:00,alpha,3.8553322340642384,7.074590213209726,8.862328762014792
2025-09-16 14:45:00+00:00,alpha,3.993957811997462,6.887163701283501,9.131181635240184
2025-09-16 14:46:00+00:00,alpha,4.031862213582287,7.162602495332454,9.26669125093758
2025-09-16 14:47:00+00:00,alpha,3.8645966204328235,7.170125331994165,9.361309014537092
2025-09-16 14:48:00+00:00,alpha,3.882931805021867,6.950293646320796,9.383793659960636
2025-09-16 14:49:00+00:00,alpha,3.9633052568396643,6.987363296326163,9.068114795970105
2025-09-16 14:50:00+00:00,alpha,4.163556111248283,7.261348557862489,9.114679890967885
2025-09-16 14:51:00+00:00,alpha,4.053062661037786,6.7878300198235735,9.344029149748295
2025-09-16 14:52:00+00:00,alpha,3.9246657916671754,7.157165595440093,9.112199617827422
2025-09-16 14:53:00+00:00,alpha,4.166928812969226,6.828244303236564,8.944417365107014
2025-09-16 14:54:00+00:00,alpha,3.9836888509898873,7.132350635652179,8.870217160634532
2025-09-16 14:55:00+00:00,alpha,4.065912860445482,7.0396641513238665,8.652172170485334
2025-09-16 14:56:00+00:00,alpha,4.095878723823726,6.721648395977978,9.143859973143883
2025-09-16 14:57:00+00:00,alpha,4.125215405185586,6.7298440379181494,9.049818917819218
2025-09-16 14:58:00+00:00,alpha,3.8245948446570783,6.911366569043403,9.280421964532358
2025-09-16 14:59:00+00:00,alpha,3.824618892884475,7.12901086182834,9.260328027027402
2025-09-16 15:00:00+00:00,alpha,3.8171593233788266,7.111328098638045,8.877995334309663
2025-09-16 15:01:00+00:00,alpha,3.9249182883591196,7.108411623298577,8.902412235974031
2025-09-16 15:02:00+00:00,alpha,3.8951413626131015,7.116105180310457,8.852461941608686
2025-09-16 15:03:00+00:00,alpha,3.882963860608069,7.346039706922763,9.360262934937793
2025-09-16 15:04:00+00:00,alpha,4.191221269198713,7.122135460614008,9.235108075767716
2025-09-16 15:05:00+00:00,alpha,3.8032016891362894,6.787964047846533,9.38009951332647
2025-09-16 15:06:00+00:00,alpha,4.147162993706762,7.175056453490658,8.750962359608865
2025-09-16 15:07:00+00:00,alpha,3.8879429631990408,6.827314045772454,9.170873461490352
2025-09-16 15:08:00+00:00,alpha,4.100214564115458,6.721793470416683,9.16398112334875
2025-09-16 15:09:00+00:00,alpha,3.9631022401349085,6.722651591676168,9.188899421709701
2025-09-16 15:10:00+00:00,alpha,4.018892268196076,6.79606953315985,8.562797220155364
2025-09-16 15:11:00+00:00,alpha,3.914038429970327,7.235732707216071,8.937344755595541
2025-09-16 15:12:00+00:00,alpha,3.803365292973541,7.142114826998339,9.203058226694914
2025-09-16 15:13:00+00:00,alpha,4.018053137904325,7.2890674639239315,8.817657099708393
2025-09-16 15:14:00+00:00,alpha,3.9546666138086586,7.316436164603533,9.344045715006532
2025-09-16 15:15:00+00:00,alpha,3.9663478387167745,7.205262549806298,9.356935798893536
2025-09-16 15:16:00+00:00,alpha,4.061310878076996,6.744659291679254,8.996512709138521
2025-09-16 15:17:00+00:00,alpha,4.193317701987811,6.702000283460243,8.590832969128273
2025-09-16 15:18:00+00:00,alpha,4.128705970649077,7.242773544868412,9.389454659765477
2025-09-16 15:19:00+00:00,alpha,4.141510044859431,6.672333904660469,9.218033579517428
2025-09-16 15:20:00+00:00,alpha,4.166530977318144,7.319827439363358,9.218871194917845
2025-09-16 15:21:00+00:00,alpha,4.103767658410211,6.880435006860789,8.642581770116678
2025-09-16 15:22:00+00:00,alpha,4.1255170656403415,6.705829889750841,8.828403562192971
2025-09-16 15:23:00+00:00,alpha,4.191833643205484,6.657600520374083,9.11143207141221
2025-09-16 15:24:00+00:00,alpha,4.162179024704655,6.798895096870746,9.024990667808407
2025-09-16 15:25:00+00:00,alpha,3.842656167263117,7.118713745226072,9.359861218252128
2025-09-16 15:26:00+00:00,alpha,3.8648122044459003,7.167661031999755,9.147312693709056
2025-09-16 15:27:00+00:00,alpha,4.055422831706183,6.916562703360325,9.403101522621988
2025-09-16 15:28:00+00:00,alpha,4.06427750742706,6.743547742956066,9.202643436090051
2025-09-16 15:29:00+00:00,alpha,4.1098174578102835,7.212594789530139,8.967103906495835
2025-09-16 15:30:00+00:00,alpha,3.8706480772482923,6.935571037827038,9.202541353784
2025-09-16 15:31:00+00:00,alpha,3.845898040420281,6.818773460448209,9.419432405920556
