timestamp,fe,queue_depth
2025-09-16 10:59:00+00:00,fe-01,30.149207630405986
2025-09-16 11:00:00+00:00,fe-01,33.50602832772759
2025-09-16 11:01:00+00:00,fe-01,30.449446948864804
2025-09-16 11:02:00+00:00,fe-01,28.41349428825892
2025-09-16 11:03:00+00:00,fe-01,31.12590193459491
2025-09-16 11:04:00+00:00,fe-01,32.785500054555925
2025-09-16 11:05:00+00:00,fe-01,35.11823879719271
2025-09-16 11:06:00+00:00,fe-01,34.45489338809208
2025-09-16 11:07:00+00:00,fe-01,34.922190615720005
2025-09-16 11:08:00+00:00,fe-01,36.908009374361406
2025-09-16 11:09:00+00:00,fe-01,32.73671501778711
2025-09-16 11:10:00+00:00,fe-01,34.00557863901364
2025-09-16 11:11:00+00:00,fe-01,28.35495130976903
2025-09-16 11:12:00+00:00,fe-01,34.302466246557735
2025-09-16 11:13:00+00:00,fe-01,35.56445025862329
2025-09-16 11:14:00+00:00,fe-01,35.1307621777416
2025-09-16 11:15:00+00:00,fe-01,26.405662381279388
2025-09-16 11:16:00+00:00,fe-01,29.53773712422326
2025-09-16 11:17:00+00:00,fe-01,29.93959111782885
2025-09-16 11:18:00+00:00,fe-01,27.028848530358022
2025-09-16 11:19:00+00:00,fe-01,30.134793116585964
2025-09-16 11:20:00+00:00,fe-01,31.553702298740284
2025-09-16 11:21:00+00:00,fe-01,26.054375200686994
2025-09-16 11:22:00+00:00,fe-01,26.575378533023923
2025-09-16 11:23:00+00:00,fe-01,29.719273409424215
2025-09-16 11:24:00+00:00,fe-01,28.404314611662233
2025-09-16 11:25:00+00:00,fe-01,28.300366197078276
2025-09-16 11:26:00+00:00,fe-01,25.695294645128836
2025-09-16 11:27:00+00:00,fe-01,28.012467439804823
2025-09-16 11:28:00+00:00,fe-01,30.844144581875977
2025-09-16 11:29:00+00:00,fe-01,33.19340872349807
2025-09-16 11:30:00+00:00,fe-01,28.528445993038503
2025-09-16 11:31:00+00:00,fe-01,35.272242102508905
2025-09-16 11:32:00+00:00,fe-01,25.749833055340822
2025-09-16 11:33:00+00:00,fe-01,30.604034569146013
2025-09-16 11:34:00+00:00,fe-01,31.20251770629415
2025-09-16 11:35:00+00:00,fe-01,33.10703813216447
2025-09-16 11:36:00+00:00,fe-01,30.930981783669434
2025-09-16 11:37:00+00:00,fe-01,28.783060574704137
2025-09-16 11:38:00+00:00,fe-01,31.795471547259492
2025-09-16 11:39:00+00:00,fe-01,30.529550199571872
2025-09-16 11:40:00+00:00,fe-01,31.389376555016163
2025-09-16 11:41:00+00:00,fe-01,29.270784771501138
2025-09-16 11:42:00+00:00,fe-01,36.42954902152212
2025-09-16 11:43:00+00:00,fe-01,25.700201233181666
2025-09-16 11:44:00+00:00,fe-01,27.516564882110913
2025-09-16 11:45:00+00:00,fe-01,35.55396507468259
2025-09-16 11:46:00+00:00,fe-01,28.73515862963767
2025-09-16 11:47:00+00:00,fe-01,31.974922963330634
2025-09-16 11:48:00+00:00,fe-01,28.377144912346594
2025-09-16 11:49:00+00:00,fe-01,26.336440248960386
2025-09-16 11:50:00+00:00,fe-01,35.44573738264033
2025-09-16 11:51:00+00:00,fe-01,34.3051940525694
2025-09-16 11:52:00+00:00,fe-01,24.79570883957316
2025-09-16 11:53:00+00:00,fe-01,33.271656190038065
2025-09-16 11:54:00+00:00,fe-01,24.926808312444635
2025-09-16 11:55:00+00:00,fe-01,33.7318707595203
2025-09-16 11:56:00+00:00,fe-01,34.810520891561225
2025-09-16 11:57:00+00:00,fe-01,34.59649022513524
2025-09-16 11:58:00+00:00,fe-01,27.72387708085331
2025-09-16 11:59:00+00:00,fe-01,30.834233941057644
2025-09-16 12:00:00+00:00,fe-01,29.27415986616801
2025-09-16 12:01:00+00:00,fe-01,30.226699839755575
2025-09-16 12:02:00+00:00,fe-01,32.18782322539811
2025-09-16 12:03:00+00:00,fe-01,25.677336898839314
2025-09-16 12:04:00+00:00,fe-01,25.792858125332977
2025-09-16 12:05:00+00:00,fe-01,32.04727677471762
2025-09-16 12:06:00+00:00,fe-01,29.057260867536627
2025-09-16 12:07:00+00:00,fe-01,26.579750832843054
2025-09-16 12:08:00+00:00,fe-01,30.0889251096439
2025-09-16 12:09:00+00:00,fe-01,30.592779181459814
2025-09-16 12:10:00+00:00,fe-01,29.931680434813206
2025-09-16 12:11:00+00:00,fe-01,24.953297519797545
2025-09-16 12:12:00+00:00,fe-01,32.63320928456047
2025-09-16 12:13:00+00:00,fe-01,30.322142076568788
2025-09-16 12:14:00+00:00,fe-01,32.09962017331932
2025-09-16 12:15:00+00:00,fe-01,31.40949571141129
2025-09-16 12:16:00+00:00,fe-01,25.99203243040552
2025-09-16 12:17:00+00:00,fe-01,28.03274563276337
2025-09-16 12:18:00+00:00,fe-01,26.45009245937307
2025-09-16 12:19:00+00:00,fe-01,34.395165363144564
2025-09-16 12:20:00+00:00,fe-01,31.903854916830326
2025-09-16 12:21:00+00:00,fe-01,35.481764375209465
2025-09-16 12:22:00+00:00,fe-01,32.33777353055761
2025-09-16 12:23:00+00:00,fe-01,29.78213345121695
2025-09-16 12:24:00+00:00,fe-01,31.203556894209896
2025-09-16 12:25:00+00:00,fe-01,23.914186532171218
2025-09-16 12:26:00+00:00,fe-01,26.161464603444234
2025-09-16 12:27:00+00:00,fe-01,34.83236935845352
2025-09-16 12:28:00+00:00,fe-01,34.68803878058601
2025-09-16 12:29:00+00:00,fe-01,28.904728689859937
2025-09-16 12:30:00+00:00,fe-01,35.4837527410602
2025-09-16 12:31:00+00:00,fe-01,26.272083800966648
2025-09-16 12:32:00+00:00,fe-01,30.927088127753315
2025-09-16 12:33:00+00:00,fe-01,33.68476183234494
2025-09-16 12:34:00+00:00,fe-01,32.64932658632875
2025-09-16 12:35:00+00:00,fe-01,33.2490464798095
2025-09-16 12:36:00+00:00,fe-01,27.02070680078341
2025-09-16 12:37:00+00:00,fe-01,29.54019836815672
2025-09-16 12:38:00+00:00,fe-01,28.774911501127782
2025-09-16 12:39:00+00:00,fe-01,32.118263253296924
2025-09-16 12:40:00+00:00,fe-01,26.52038765059777
2025-09-16 12:41:00+00:00,fe-01,34.28968351297364
2025-09-16 12:42:00+00:00,fe-01,35.30571568267767
2025-09-16 12:43:00+00:00,fe-01,29.626695656358066
2025-09-16 12:44:00+00:00,fe-01,31.750765660555075
2025-09-16 12:45:00+00:00,fe-01,32.86822615226187
2025-09-16 12:46:00+00:00,fe-01,29.223074536536885
2025-09-16 12:47:00+00:00,fe-01,32.233708380353264
2025-09-16 12:48:00+00:00,fe-01,35.621919177586676
2025-09-16 12:49:00+00:00,fe-01,26.4138315903696
2025-09-16 12:50:00+00:00,fe-01,29.534368486619076
2025-09-16 12:51:00+00:00,fe-01,32.59418401506238
2025-09-16 12:52:00+00:00,fe-01,31.0541250742028
2025-09-16 12:53:00+00:00,fe-01,31.611305921260684
2025-09-16 12:54:00+00:00,fe-01,36.134861731218
2025-09-16 12:55:00+00:00,fe-01,32.49022920770825
2025-09-16 12:56:00+00:00,fe-01,28.893057275036227
2025-09-16 12:57:00+00:00,fe-01,26.164580720160746
2025-09-16 12:58:00+00:00,fe-01,33.164281173268925
2025-09-16 12:59:00+00:00,fe-01,34.41549136705888
2025-09-16 13:00:00+00:00,fe-01,25.29401384685533
2025-09-16 13:01:00+00:00,fe-01,29.085742680375102
2025-09-16 13:02:00+00:00,fe-01,32.087327716899864
2025-09-16 13:03:00+00:00,fe-01,25.199545689056627
2025-09-16 13:04:00+00:00,fe-01,34.19308085665565
2025-09-16 13:05:00+00:00,fe-01,31.37164248076529
2025-09-16 13:06:00+00:00,fe-01,30.358966674426167
2025-09-16 13:07:00+00:00,fe-01,30.74076308464112
2025-09-16 13:08:00+00:00,fe-01,28.022501933565138
2025-09-16 13:09:00+00:00,fe-01,27.997706324262783
2025-09-16 13:10:00+00:00,fe-01,30.564637733839366
2025-09-16 13:11:00+00:00,fe-01,31.484278655882072
2025-09-16 13:12:00+00:00,fe-01,28.0760237302037
2025-09-16 13:13:00+00:00,fe-01,26.773165156371633
2025-09-16 13:14:00+00:00,fe-01,29.10165230390395
2025-09-16 13:15:00+00:00,fe-01,28.748698240329357
2025-09-16 13:16:00+00:00,fe-01,30.38405914819775
2025-09-16 13:17:00+00:00,fe-01,32.67995493592167
2025-09-16 13:18:00+00:00,fe-01,34.03163214986991
2025-09-16 13:19:00+00:00,fe-01,29.468982887071377
2025-09-16 13:20:00+00:00,fe-01,31.846518308196604
2025-09-16 13:21:00+00:00,fe-01,29.580116979230805
2025-09-16 13:22:00+00:00,fe-01,26.11005905776544
2025-09-16 13:23:00+00:00,fe-01,27.404778069804312
2025-09-16 13:24:00+00:00,fe-01,31.724621084097038
2025-09-16 13:25:00+00:00,fe-01,33.72772965773086
2025-09-16 13:26:00+00:00,fe-01,32.4524177533402
2025-09-16 13:27:00+00:00,fe-01,31.338108770009967
2025-09-16 13:28:00+00:00,fe-01,30.370994002808526
2025-09-16 13:29:00+00:00,fe-01,32.07026213176746
2025-09-16 13:30:00+00:00,fe-01,27.802884086287865
2025-09-16 13:31:00+00:00,fe-01,31.62459723792243
2025-09-16 13:32:00+00:00,fe-01,28.09861017041308
2025-09-16 13:33:00+00:00,fe-01,34.288621823689226
2025-09-16 13:34:00+00:00,fe-01,29.779756512587415
2025-09-16 13:35:00+00:00,fe-01,26.535610420951038
2025-09-16 13:36:00+00:00,fe-01,27.881295403751352
2025-09-16 13:37:00+00:00,fe-01,34.81313455575282
2025-09-16 13:38:00+00:00,fe-01,31.723916195509076
2025-09-16 13:39:00+00:00,fe-01,34.71734080655758
2025-09-16 13:40:00+00:00,fe-01,30.97750950636144
2025-09-16 13:41:00+00:00,fe-01,27.90964029739795
2025-09-16 13:42:00+00:00,fe-01,31.74408925852582
2025-09-16 13:43:00+00:00,fe-01,34.75237645910413
2025-09-16 13:44:00+00:00,fe-01,27.194807001220624
2025-09-16 13:45:00+00:00,fe-01,34.83725481378127
2025-09-16 13:46:00+00:00,fe-01,29.062269733558484
2025-09-16 13:47:00+00:00,fe-01,24.93051982868387
2025-09-16 13:48:00+00:00,fe-01,27.839359798829406
2025-09-16 13:49:00+00:00,fe-01,32.4917941405874
2025-09-16 13:50:00+00:00,fe-01,29.841678722994445
2025-09-16 13:51:00+00:00,fe-01,27.48046296527789
2025-09-16 13:52:00+00:00,fe-01,30.43010177431328
2025-09-16 13:53:00+00:00,fe-01,32.45865200832489
2025-09-16 13:54:00+00:00,fe-01,33.04711385125542
2025-09-16 13:55:00+00:00,fe-01,29.992403044289514
2025-09-16 13:56:00+00:00,fe-01,29.94326537685511
2025-09-16 13:57:00+00:00,fe-01,32.782285011709924
2025-09-16 13:58:00+00:00,fe-01,27.8161242142136
2025-09-16 13:59:00+00:00,fe-01,31.812451165978274
2025-09-16 14:00:00+00:00,fe-01,27.70488496982317
2025-09-16 14:01:00+00:00,fe-01,30.211814677673907
2025-09-16 14:02:00+00:00,fe-01,32.85236049486884
2025-09-16 14:03:00+00:00,fe-01,29.41826019762818
2025-09-16 14:04:00+00:00,fe-01,28.093974649945743
2025-09-16 14:05:00+00:00,fe-01,33.59922014151911
2025-09-16 14:06:00+00:00,fe-01,33.56002799999703
2025-09-16 14:07:00+00:00,fe-01,33.446451343561925
2025-09-16 14:08:00+00:00,fe-01,31.44517911023885
2025-09-16 14:09:00+00:00,fe-01,34.043890261154
2025-09-16 14:10:00+00:00,fe-01,31.653958091808985
2025-09-16 14:11:00+00:00,fe-01,24.882874106161626
2025-09-16 14:12:00+00:00,fe-01,28.053453595099135
2025-09-16 14:13:00+00:00,fe-01,34.659975142054996
2025-09-16 14:14:00+00:00,fe-01,31.404996878411538
2025-09-16 14:15:00+00:00,fe-01,27.907992319748647
2025-09-16 14:16:00+00:00,fe-01,31.695202655075157
2025-09-16 14:17:00+00:00,fe-01,32.42968485068243
2025-09-16 14:18:00+00:00,fe-01,29.848325497665947
2025-09-16 14:19:00+00:00,fe-01,29.277087837654165
2025-09-16 14:20:00+00:00,fe-01,30.001431143101925
2025-09-16 14:21:00+00:00,fe-01,24.599141478179984
2025-09-16 14:22:00+00:00,fe-01,34.453520952692955
2025-09-16 14:23:00+00:00,fe-01,34.449890709986384
2025-09-16 14:24:00+00:00,fe-01,27.831489031453362
2025-09-16 14:25:00+00:00,fe-01,30.32345564269676
2025-09-16 14:26:00+00:00,fe-01,27.897241876746882
2025-09-16 14:27:00+00:00,fe-01,28.61625323685753
2025-09-16 14:28:00+00:00,fe-01,31.32970530373946
2025-09-16 14:29:00+00:00,fe-01,29.091381958063558
2025-09-16 14:30:00+00:00,fe-01,35.58980033841577
2025-09-16 14:31:00+00:00,fe-01,30.12667743914983
2025-09-16 14:32:00+00:00,fe-01,31.387602643853462
2025-09-16 14:33:00+00:00,fe-01,27.852563866610872
2025-09-16 14:34:00+00:00,fe-01,31.525016902483618
2025-09-16 14:35:00+00:00,fe-01,30.694252380843317
2025-09-16 14:36:00+00:00,fe-01,33.75461470025374
2025-09-16 14:37:00+00:00,fe-01,35.15365521824548
2025-09-16 14:38:00+00:00,fe-01,28.180348649852068
2025-09-16 14:39:00+00:00,fe-01,29.102787242148114
2025-09-16 14:40:00+00:00,fe-01,34.43797213392919
2025-09-16 14:41:00+00:00,fe-01,32.51331187404541
2025-09-16 14:42:00+00:00,fe-01,33.3753469905874
2025-09-16 14:43:00+00:00,fe-01,30.981930559935762
2025-09-16 14:44:00+00:00,fe-01,33.14501864308645
2025-09-16 14:45:00+00:00,fe-01,32.98640295086657
2025-09-16 14:46:00+00:00,fe-01,30.076388108623934
2025-09-16 14:47:00+00:00,fe-01,33.99483561486602
2025-09-16 14:48:00+00:00,fe-01,31.619449183615064
2025-09-16 14:49:00+00:00,fe-01,24.830841082632293
2025-09-16 14:50:00+00:00,fe-01,26.858590800151145
2025-09-16 14:51:00+00:00,fe-01,29.078445681122332
2025-09-16 14:52:00+00:00,fe-01,35.521117943244626
2025-09-16 14:53:00+00:00,fe-01,30.864025771401966
2025-09-16 14:54:00+00:00,fe-01,33.731812015299276
2025-09-16 14:55:00+00:00,fe-01,26.39158312940183
2025-09-16 14:56:00+00:00,fe-01,32.679071861054915
2025-09-16 14:57:00+00:00,fe-01,29.999149459626874
2025-09-16 14:58:00+00:00,fe-01,30.461618936835386
2025-09-16 14:59:00+00:00,fe-01,28.581981931217133
2025-09-16 15:00:00+00:00,fe-01,29.17256458287454
2025-09-16 15:01:00+00:00,fe-01,30.23266498732206
2025-09-16 15:02:00+00:00,fe-01,32.31307649923797
2025-09-16 15:03:00+00:00,fe-01,29.55125820581877
2025-09-16 15:04:00+00:00,fe-01,28.41113782332295
2025-09-16 15:05:00+00:00,fe-01,30.078134092735354
2025-09-16 15:06:00+00:00,fe-01,29.691916024307183
2025-09-16 15:07:00+00:00,fe-01,31.04318176739671
2025-09-16 15:08:00+00:00,fe-01,33.2688282280668
2025-09-16 15:09:00+00:00,fe-01,27.5148377140086
2025-09-16 15:10:00+00:00,fe-01,35.127086509071354
2025-09-16 15:11:00+00:00,fe-01,27.487786811794354
2025-09-16 15:12:00+00:00,fe-01,31.978623896799864
2025-09-16 15:13:00+00:00,fe-01,33.95562159964484
2025-09-16 15:14:00+00:00,fe-01,27.083340865467942
2025-09-16 15:15:00+00:00,fe-01,27.527109416727534
2025-09-16 15:16:00+00:00,fe-01,32.406481364783595
2025-09-16 15:17:00+00:00,fe-01,30.462900656538277
2025-09-16 15:18:00+00:00,fe-01,28.776370569318793
2025-09-16 15:19:00+00:00,fe-01,32.81839535899745
2025-09-16 15:20:00+00:00,fe-01,28.03671807688502
2025-09-16 15:21:00+00:00,fe-01,30.628897358321424
2025-09-16 15:22:00+00:00,fe-01,29.764314977110605
2025-09-16 15:23:00+00:00,fe-01,33.17168359825345
2025-09-16 15:24:00+00:00,fe-01,30.65043308018293
2025-09-16 15:25:00+00:00,fe-01,31.469683043283155
2025-09-16 15:26:00+00:00,fe-01,28.30148654008767
2025-09-16 15:27:00+00:00,fe-01,28.284577630296198
2025-09-16 15:28:00+00:00,fe-01,28.740838010369753
2025-09-16 15:29:00+00:00,fe-01,25.559593153499993
2025-09-16 15:30:00+00:00,fe-01,36.51377329507194
2025-09-16 15:31:00+00:00,fe-01,32.82133238472487
2025-09-16 15:32:00+00:00,fe-01,34.47599707367585
2025-09-16 15:33:00+00:00,fe-01,26.834036389852642
2025-09-16 15:34:00+00:00,fe-01,35.27377953497934
2025-09-16 15:35:00+00:00,fe-01,34.42657179826344
2025-09-16 15:36:00+00:00,fe-01,32.88396649199207
2025-09-16 15:37:00+00:00,fe-01,30.187402381979275
2025-09-16 15:38:00+00:00,fe-01,28.735698883070533
2025-09-16 15:39:00+00:00,fe-01,26.278162054931876
2025-09-16 15:40:00+00:00,fe-01,32.44199803008454
2025-09-16 15:41:00+00:00,fe-01,26.182122559124764
2025-09-16 15:42:00+00:00,fe-01,29.591931054524053
2025-09-16 15:43:00+00:00,fe-01,28.245219152348973
2025-09-16 15:44:00+00:00,fe-01,28.78993050883366
2025-09-16 15:45:00+00:00,fe-01,28.55501773307848
2025-09-16 15:46:00+00:00,fe-01,29.334204539981013
2025-09-16 15:47:00+00:00,fe-01,27.552536323641103
2025-09-16 15:48:00+00:00,fe-01,28.183922060966175
2025-09-16 15:49:00+00:00,fe-01,29.925075493548533
2025-09-16 15:50:00+00:00,fe-01,32.54644510055632
2025-09-16 15:51:00+00:00,fe-01,30.98184724201477
2025-09-16 15:52:00+00:00,fe-01,31.207526886371788
2025-09-16 15:53:00+00:00,fe-01,27.13276433164409
2025-09-16 15:54:00+00:00,fe-01,32.41491697053692
2025-09-16 15:55:00+00:00,fe-01,30.308494776813866
2025-09-16 15:56:00+00:00,fe-01,32.12625532656874
2025-09-16 15:57:00+00:00,fe-01,28.278507986464533
2025-09-16 15:58:00+00:00,fe-01,35.79998063808454
2025-09-16 15:59:00+00:00,fe-01,34.33195072162252
2025-09-16 16:00:00+00:00,fe-01,25.721350311895726
2025-09-16 16:01:00+00:00,fe-01,27.05555628954002
2025-09-16 16:02:00+00:00,fe-01,28.82145025414251
2025-09-16 16:03:00+00:00,fe-01,28.24907100152438
2025-09-16 16:04:00+00:00,fe-01,27.218186595229668
2025-09-16 16:05:00+00:00,fe-01,31.05041587064923
2025-09-16 16:06:00+00:00,fe-01,27.31228415168963
2025-09-16 16:07:00+00:00,fe-01,35.04569750385147
2025-09-16 16:08:00+00:00,fe-01,32.30858170836684
2025-09-16 16:09:00+00:00,fe-01,30.376139224087904
2025-09-16 16:10:00+00:00,fe-01,23.949666872793202
2025-09-16 16:11:00+00:00,fe-01,26.419130429662896
2025-09-16 16:12:00+00:00,fe-01,27.10040563759434
2025-09-16 16:13:00+00:00,fe-01,32.5081543648622
2025-09-16 16:14:00+00:00,fe-01,32.81234232433937
2025-09-16 16:15:00+00:00,fe-01,32.53280493859767
2025-09-16 16:16:00+00:00,fe-01,28.962728332419182
2025-09-16 16:17:00+00:00,fe-01,26.167458616193468
2025-09-16 16:18:00+00:00,fe-01,34.3063282384592
2025-09-16 16:19:00+00:00,fe-01,28.763640323282683
2025-09-16 16:20:00+00:00,fe-01,32.53066366175955
2025-09-16 16:21:00+00:00,fe-01,29.473300858583368
2025-09-16 16:22:00+00:00,fe-01,26.570798784222575
2025-09-16 16:23:00+00:00,fe-01,34.39707650622942
2025-09-16 16:24:00+00:00,fe-01,32.45533804267559
2025-09-16 16:25:00+00:00,fe-01,32.64176946125022
2025-09-16 16:26:00+00:00,fe-01,28.71081093094303
2025-09-16 16:27:00+00:00,fe-01,26.678953494609548
2025-09-16 16:28:00+00:00,fe-01,29.096287674466094
2025-09-16 16:29:00+00:00,fe-01,30.224555970492574
2025-09-16 16:30:00+00:00,fe-01,30.27739911884063
2025-09-16 16:31:00+00:00,fe-01,30.670723607340374
2025-09-16 16:32:00+00:00,fe-01,28.615803879435948
2025-09-16 16:33:00+00:00,fe-01,27.016665489993287
2025-09-16 16:34:00+00:00,fe-01,29.536903710041553
2025-09-16 16:35:00+00:00,fe-01,31.09943602093568
2025-09-16 16:36:00+00:00,fe-01,29.492330197132734
2025-09-16 16:37:00+00:00,fe-01,34.02043237771282
2025-09-16 16:38:00+00:00,fe-01,26.974747268191365
2025-09-16 16:39:00+00:00,fe-01,30.237831779074963
2025-09-16 16:40:00+00:00,fe-01,29.592213349569448
2025-09-16 16:41:00+00:00,fe-01,28.840860988193675
2025-09-16 16:42:00+00:00,fe-01,36.06486072191926
2025-09-16 16:43:00+00:00,fe-01,24.643664399115686
2025-09-16 16:44:00+00:00,fe-01,28.201936433273215
2025-09-16 16:45:00+00:00,fe-01,24.73506754237821
2025-09-16 16:46:00+00:00,fe-01,26.931548490936244
2025-09-16 16:47:00+00:00,fe-01,27.33530750164761
2025-09-16 16:48:00+00:00,fe-01,24.787063543563832
2025-09-16 16:49:00+00:00,fe-01,29.989030654600867
2025-09-16 16:50:00+00:00,fe-01,33.1228392127573
2025-09-16 16:51:00+00:00,fe-01,28.03636511273532
2025-09-16 16:52:00+00:00,fe-01,33.71473524101438
2025-09-16 16:53:00+00:00,fe-01,35.84758728882329
2025-09-16 16:54:00+00:00,fe-01,28.329948136255478
2025-09-16 16:55:00+00:00,fe-01,34.80268177652295
2025-09-16 16:56:00+00:00,fe-01,34.172948364181025
2025-09-16 16:57:00+00:00,fe-01,30.172779155411458
2025-09-16 16:58:00+00:00,fe-01,34.01171854438612
2025-09-16 16:59:00+00:00,fe-01,32.58354718064393
2025-09-16 17:00:00+00:00,fe-01,30.031220599213334
2025-09-16 17:01:00+00:00,fe-01,25.6290244977294
2025-09-16 17:02:00+00:00,fe-01,30.93918760025227
2025-09-16 17:03:00+00:00,fe-01,31.40197024112326
2025-09-16 17:04:00+00:00,fe-01,33.31360299462082
2025-09-16 17:05:00+00:00,fe-01,33.60744852985629
2025-09-16 17:06:00+00:00,fe-01,30.881772072340787
2025-09-16 17:07:00+00:00,fe-01,33.7087113301694
2025-09-16 17:08:00+00:00,fe-01,27.06780547217332
2025-09-16 17:09:00+00:00,fe-01,27.022645345692503
2025-09-16 17:10:00+00:00,fe-01,26.928458213150964
2025-09-16 17:11:00+00:00,fe-01,30.326572583352917
2025-09-16 17:12:00+00:00,fe-01,29.262175715945094
2025-09-16 17:13:00+00:00,fe-01,33.10035728194448
2025-09-16 17:14:00+00:00,fe-01,28.482023922239456
2025-09-16 17:15:00+00:00,fe-01,35.13701231817632
2025-09-16 17:16:00+00:00,fe-01,27.199712873931944
2025-09-16 17:17:00+00:00,fe-01,30.197850260999783
2025-09-16 17:18:00+00:00,fe-01,32.292440845060604
2025-09-16 17:19:00+00:00,fe-01,28.243612420754506
2025-09-16 17:20:00+00:00,fe-01,27.50189244475819
2025-09-16 17:21:00+00:00,fe-01,31.677633745951532
2025-09-16 17:22:00+00:00,fe-01,33.9412204459732
2025-09-16 17:23:00+00:00,fe-01,28.20102766344434
2025-09-16 17:24:00+00:00,fe-01,32.59151082512413
2025-09-16 17:25:00+00:00,fe-01,28.705910347650036
2025-09-16 17:26:00+00:00,fe-01,28.273001119908255
2025-09-16 17:27:00+00:00,fe-01,35.40947327270387
2025-09-16 17:28:00+00:00,fe-01,30.18919788872301
2025-09-16 17:29:00+00:00,fe-01,31.468470238770934
2025-09-16 17:30:00+00:00,fe-01,29.354727956611065
2025-09-16 17:31:00+00:00,fe-01,26.025005103506523
2025-09-16 17:32:00+00:00,fe-01,31.315336440074574
2025-09-16 17:33:00+00:00,fe-01,31.313294358356895
2025-09-16 17:34:00+00:00,fe-01,31.54631943239607
2025-09-16 17:35:00+00:00,fe-01,27.771439000304174
2025-09-16 17:36:00+00:00,fe-01,29.146050064376038
2025-09-16 17:37:00+00:00,fe-01,31.751818884756823
2025-09-16 17:38:00+00:00,fe-01,30.617273641674522
2025-09-16 17:39:00+00:00,fe-01,26.41995965759201
2025-09-16 17:40:00+00:00,fe-01,31.856881217457286
2025-09-16 17:41:00+00:00,fe-01,30.60067554254931
2025-09-16 17:42:00+00:00,fe-01,29.116842036537747
2025-09-16 17:43:00+00:00,fe-01,30.974717528052434
2025-09-16 17:44:00+00:00,fe-01,30.181125009182363
2025-09-16 17:45:00+00:00,fe-01,32.84718815969974
2025-09-16 17:46:00+00:00,fe-01,31.757449994943997
2025-09-16 17:47:00+00:00,fe-01,31.289512326875858
2025-09-16 17:48:00+00:00,fe-01,25.575344135947468
2025-09-16 17:49:00+00:00,fe-01,26.845601970198164
2025-09-16 17:50:00+00:00,fe-01,34.06422998955652
2025-09-16 17:51:00+00:00,fe-01,30.309303865549197
2025-09-16 17:52:00+00:00,fe-01,32.17432258728182
2025-09-16 17:53:00+00:00,fe-01,33.6433257654384
2025-09-16 17:54:00+00:00,fe-01,35.15078263094999
2025-09-16 17:55:00+00:00,fe-01,25.931765694995597
2025-09-16 17:56:00+00:00,fe-01,28.868833098349757
2025-09-16 17:57:00+00:00,fe-01,34.58088166168479
2025-09-16 17:58:00+00:00,fe-01,28.400151699679796
2025-09-16 17:59:00+00:00,fe-01,26.509778773406804
2025-09-16 18:00:00+00:00,fe-01,35.207772344193806
2025-09-16 18:01:00+00:00,fe-01,27.85848275306801
2025-09-16 18:02:00+00:00,fe-01,26.571185513864908
2025-09-16 18:03:00+00:00,fe-01,34.11464562914087
2025-09-16 18:04:00+00:00,fe-01,29.084729921424746
2025-09-16 18:05:00+00:00,fe-01,28.073943554635797
2025-09-16 18:06:00+00:00,fe-01,34.62158112257132
2025-09-16 18:07:00+00:00,fe-01,28.896706490920955
2025-09-16 18:08:00+00:00,fe-01,30.578759014921893
2025-09-16 18:09:00+00:00,fe-01,30.453136693363636
2025-09-16 18:10:00+00:00,fe-01,29.09833286408955
