timestamp,priority,pfc_pause_rx_cumulative
2025-09-16 14:53:00+00:00,0,949
2025-09-16 14:54:00+00:00,0,950
2025-09-16 14:55:00+00:00,0,953
2025-09-16 14:56:00+00:00,0,956
2025-09-16 14:57:00+00:00,0,961
2025-09-16 14:58:00+00:00,0,963
2025-09-16 14:59:00+00:00,0,967
2025-09-16 15:00:00+00:00,0,973
2025-09-16 15:01:00+00:00,0,979
2025-09-16 15:02:00+00:00,0,983
2025-09-16 15:03:00+00:00,0,989
2025-09-16 15:04:00+00:00,0,992
2025-09-16 15:05:00+00:00,0,992
2025-09-16 15:06:00+00:00,0,993
2025-09-16 15:07:00+00:00,0,997
2025-09-16 15:08:00+00:00,0,999
2025-09-16 15:09:00+00:00,0,1005
2025-09-16 15:10:00+00:00,0,1009
2025-09-16 15:11:00+00:00,0,1010
2025-09-16 15:12:00+00:00,0,1016
2025-09-16 15:13:00+00:00,0,1020
2025-09-16 15:14:00+00:00,0,1026
2025-09-16 15:15:00+00:00,0,1029
2025-09-16 15:16:00+00:00,0,1032
2025-09-16 15:17:00+00:00,0,1032
2025-09-16 15:18:00+00:00,0,1035
2025-09-16 15:19:00+00:00,0,1038
2025-09-16 15:20:00+00:00,0,1044
2025-09-16 15:21:00+00:00,0,1048
2025-09-16 15:22:00+00:00,0,1051
2025-09-16 15:23:00+00:00,0,1053
2025-09-16 15:24:00+00:00,0,1056
2025-09-16 15:25:00+00:00,0,1057
2025-09-16 15:26:00+00:00,0,1059
2025-09-16 15:27:00+00:00,0,1060
2025-09-16 15:28:00+00:00,0,1065
2025-09-16 15:29:00+00:00,0,1069
2025-09-16 15:30:00+00:00,0,1072
2025-09-16 15:31:00+00:00,0,1073
2025-09-16 15:32:00+00:00,0,1075
2025-09-16 15:33:00+00:00,0,1076
2025-09-16 15:34:00+00:00,0,1078
2025-09-16 15:35:00+00:00,0,1080
2025-09-16 15:36:00+00:00,0,1081
2025-09-16 15:37:00+00:00,0,1086
2025-09-16 15:38:00+00:00,0,1088
2025-09-16 15:39:00+00:00,0,1092
2025-09-16 15:40:00+00:00,0,1094
2025-09-16 15:41:00+00:00,0,1098
2025-09-16 15:42:00+00:00,0,1102
2025-09-16 15:43:00+00:00,0,1105
2025-09-16 15:44:00+00:00,0,1108
2025-09-16 15:45:00+00:00,0,1111
2025-09-16 15:46:00+00:00,0,1113
2025-09-16 15:47:00+00:00,0,1117
2025-09-16 15:48:00+00:00,0,1119
2025-09-16 15:49:00+00:00,0,1122
2025-09-16 15:50:00+00:00,0,1129
2025-09-16 15:51:00+00:00,0,1136
2025-09-16 15:52:00+00:00,0,1139
2025-09-16 15:53:00+00:00,0,1143
2025-09-16 15:54:00+00:00,0,1146
2025-09-16 15:55:00+00:00,0,1146
2025-09-16 15:56:00+00:00,0,1150
2025-09-16 15:57:00+00:00,0,1153
2025-09-16 15:58:00+00:00,0,1154
2025-09-16 15:59:00+00:00,0,1156
2025-09-16 16:00:00+00:00,0,1157
2025-09-16 16:01:00+00:00,0,1160
2025-09-16 16:02:00+00:00,0,1165
2025-09-16 16:03:00+00:00,0,1169
2025-09-16 16:04:00+00:00,0,1171
2025-09-16 16:05:00+00:00,0,1172
2025-09-16 16:06:00+00:00,0,1176
2025-09-16 16:07:00+00:00,0,1178
2025-09-16 16:08:00+00:00,0,1179
2025-09-16 16:09:00+00:00,0,1181
2025-09-16 16:10:00+00:00,0,1182
2025-09-16 16:11:00+00:00,0,1189
2025-09-16 16:12:00+00:00,0,1192
2025-09-16 16:13:00+00:00,0,1195
2025-09-16 16:14:00+00:00,0,1196
2025-09-16 16:15:00+00:00,0,1200
2025-09-16 16:16:00+00:00,0,1203
2025-09-16 16:17:00+00:00,0,1205
2025-09-16 16:18:00+00:00,0,1211
2025-09-16 16:19:00+00:00,0,1215
2025-09-16 16:20:00+00:00,0,1218
2025-09-16 16:21:00+00:00,0,1221
2025-09-16 16:22:00+00:00,0,1227
2025-09-16 16:23:00+00:00,0,1231
2025-09-16 16:24:00+00:00,0,1235
2025-09-16 16:25:00+00:00,0,1237
2025-09-16 16:26:00+00:00,0,1242
2025-09-16 16:27:00+00:00,0,1247
2025-09-16 16:28:00+00:00,0,1248
2025-09-16 16:29:00+00:00,0,1251
2025-09-16 16:30:00+00:00,0,1252
2025-09-16 16:31:00+00:00,0,1254
2025-09-16 16:32:00+00:00,0,1258
2025-09-16 16:33:00+00:00,0,1263
2025-09-16 16:34:00+00:00,0,1265
2025-09-16 16:35:00+00:00,0,1266
2025-09-16 16:36:00+00:00,0,1269
2025-09-16 16:37:00+00:00,0,1271
2025-09-16 16:38:00+00:00,0,1275
2025-09-16 16:39:00+00:00,0,1275
2025-09-16 16:40:00+00:00,0,1280
2025-09-16 16:41:00+00:00,0,1286
2025-09-16 16:42:00+00:00,0,1291
2025-09-16 16:43:00+00:00,0,1293
2025-09-16 16:44:00+00:00,0,1296
2025-09-16 16:45:00+00:00,0,1299
2025-09-16 16:46:00+00:00,0,1303
2025-09-16 16:47:00+00:00,0,1307
2025-09-16 16:48:00+00:00,0,1310
2025-09-16 16:49:00+00:00,0,1314
2025-09-16 16:50:00+00:00,0,1319
2025-09-16 16:51:00+00:00,0,1322
2025-09-16 16:52:00+00:00,0,1325
2025-09-16 16:53:00+00:00,0,1325
2025-09-16 16:54:00+00:00,0,1326
2025-09-16 16:55:00+00:00,0,1330
2025-09-16 16:56:00+00:00,0,1335
2025-09-16 16:57:00+00:00,0,1336
2025-09-16 16:58:00+00:00,0,1337
2025-09-16 16:59:00+00:00,0,1340
2025-09-16 17:00:00+00:00,0,1342
2025-09-16 17:01:00+00:00,0,1347
2025-09-16 17:02:00+00:00,0,1349
2025-09-16 17:03:00+00:00,0,1349
2025-09-16 17:04:00+00:00,0,1351
2025-09-16 17:05:00+00:00,0,1353
2025-09-16 17:06:00+00:00,0,1359
2025-09-16 17:07:00+00:00,0,1364
2025-09-16 17:08:00+00:00,0,1364
2025-09-16 17:09:00+00:00,0,1367
2025-09-16 17:10:00+00:00,0,1368
2025-09-16 17:11:00+00:00,0,1369
2025-09-16 17:12:00+00:00,0,1371
2025-09-16 17:13:00+00:00,0,1374
2025-09-16 17:14:00+00:00,0,1375
2025-09-16 17:15:00+00:00,0,1378
2025-09-16 17:16:00+00:00,0,1378
2025-09-16 17:17:00+00:00,0,1381
2025-09-16 17:18:00+00:00,0,1387
2025-09-16 17:19:00+00:00,0,1389
2025-09-16 17:20:00+00:00,0,1393
2025-09-16 17:21:00+00:00,0,1399
2025-09-16 17:22:00+00:00,0,1402
2025-09-16 17:23:00+00:00,0,1406
2025-09-16 17:24:00+00:00,0,1412
2025-09-16 17:25:00+00:00,0,1415
2025-09-16 17:26:00+00:00,0,1417
2025-09-16 17:27:00+00:00,0,1419
2025-09-16 17:28:00+00:00,0,1423
2025-09-16 17:29:00+00:00,0,1425
2025-09-16 17:30:00+00:00,0,1426
2025-09-16 17:31:00+00:00,0,1427
2025-09-16 17:32:00+00:00,0,1430
2025-09-16 17:33:00+00:00,0,1432
2025-09-16 17:34:00+00:00,0,1437
2025-09-16 17:35:00+00:00,0,1438
2025-09-16 17:36:00+00:00,0,1440
2025-09-16 17:37:00+00:00,0,1441
2025-09-16 17:38:00+00:00,0,1443
2025-09-16 17:39:00+00:00,0,1445
2025-09-16 17:40:00+00:00,0,1446
2025-09-16 17:41:00+00:00,0,1447
2025-09-16 17:42:00+00:00,0,1451
2025-09-16 17:43:00+00:00,0,1452
2025-09-16 17:44:00+00:00,0,1457
2025-09-16 17:45:00+00:00,0,1459
2025-09-16 17:46:00+00:00,0,1465
2025-09-16 17:47:00+00:00,0,1469
2025-09-16 17:48:00+00:00,0,1470
2025-09-16 17:49:00+00:00,0,1473
2025-09-16 17:50:00+00:00,0,1479
2025-09-16 17:51:00+00:00,0,1487
2025-09-16 17:52:00+00:00,0,1492
2025-09-16 17:53:00+00:00,0,1493
2025-09-16 17:54:00+00:00,0,1495
2025-09-16 17:55:00+00:00,0,1497
2025-09-16 17:56:00+00:00,0,1498
2025-09-16 17:57:00+00:00,0,1499
2025-09-16 17:58:00+00:00,0,1502
2025-09-16 17:59:00+00:00,0,1502
2025-09-16 18:00:00+00:00,0,1504
2025-09-16 18:01:00+00:00,0,1508
2025-09-16 18:02:00+00:00,0,1511
2025-09-16 18:03:00+00:00,0,1516
2025-09-16 18:04:00+00:00,0,1519
2025-09-16 18:05:00+00:00,0,1522
2025-09-16 18:06:00+00:00,0,1524
2025-09-16 18:07:00+00:00,0,1528
2025-09-16 18:08:00+00:00,0,1531
2025-09-16 18:09:00+00:00,0,1533
2025-09-16 18:10:00+00:00,0,1536
2025-09-16 18:11:00+00:00,0,1539
2025-09-16 18:12:00+00:00,0,1542
2025-09-16 18:13:00+00:00,0,1544
2025-09-16 18:14:00+00:00,0,1546
2025-09-16 18:15:00+00:00,0,1549
2025-09-16 18:16:00+00:00,0,1553
2025-09-16 18:17:00+00:00,0,1557
2025-09-16 18:18:00+00:00,0,1560
2025-09-16 18:19:00+00:00,0,1562
2025-09-16 18:20:00+00:00,0,1563
2025-09-16 18:21:00+00:00,0,1568
2025-09-16 18:22:00+00:00,0,1571
2025-09-16 18:23:00+00:00,0,1573
2025-09-16 18:24:00+00:00,0,1576
2025-09-16 18:25:00+00:00,0,1583
2025-09-16 18:26:00+00:00,0,1585
2025-09-16 18:27:00+00:00,0,1587
2025-09-16 18:28:00+00:00,0,1589
2025-09-16 18:29:00+00:00,0,1590
2025-09-16 18:30:00+00:00,0,1591
2025-09-16 18:31:00+00:00,0,1593
2025-09-16 18:32:00+00:00,0,1595
2025-09-16 18:33:00+00:00,0,1597
2025-09-16 18:34:00+00:00,0,1602
2025-09-16 18:35:00+00:00,0,1606
2025-09-16 18:36:00+00:00,0,1609
2025-09-16 18:37:00+00:00,0,1611
2025-09-16 18:38:00+00:00,0,1616
2025-09-16 18:39:00+00:00,0,1618
2025-09-16 18:40:00+00:00,0,1621
2025-09-16 18:41:00+00:00,0,1625
2025-09-16 18:42:00+00:00,0,1629
2025-09-16 18:43:00+00:00,0,1632
2025-09-16 18:44:00+00:00,0,1634
2025-09-16 18:45:00+00:00,0,1643
2025-09-16 18:46:00+00:00,0,1645
2025-09-16 18:47:00+00:00,0,1647
2025-09-16 18:48:00+00:00,0,1648
2025-09-16 18:49:00+00:00,0,1650
2025-09-16 18:50:00+00:00,0,1654
2025-09-16 18:51:00+00:00,0,1656
2025-09-16 18:52:00+00:00,0,1659
2025-09-16 18:53:00+00:00,0,1665
2025-09-16 18:54:00+00:00,0,1670
2025-09-16 18:55:00+00:00,0,1670
2025-09-16 18:56:00+00:00,0,1673
2025-09-16 18:57:00+00:00,0,1675
2025-09-16 18:58:00+00:00,0,1679
2025-09-16 18:59:00+00:00,0,1682
2025-09-16 19:00:00+00:00,0,1684
2025-09-16 19:01:00+00:00,0,1688
2025-09-16 19:02:00+00:00,0,1691
2025-09-16 19:03:00+00:00,0,1692
2025-09-16 19:04:00+00:00,0,1694
2025-09-16 19:05:00+00:00,0,1700
2025-09-16 19:06:00+00:00,0,1701
2025-09-16 19:07:00+00:00,0,1703
2025-09-16 19:08:00+00:00,0,1707
2025-09-16 19:09:00+00:00,0,1710
2025-09-16 19:10:00+00:00,0,1710
2025-09-16 19:11:00+00:00,0,1712
2025-09-16 19:12:00+00:00,0,1712
2025-09-16 19:13:00+00:00,0,1715
2025-09-16 19:14:00+00:00,0,1718
2025-09-16 19:15:00+00:00,0,1723
2025-09-16 19:16:00+00:00,0,1727
2025-09-16 19:17:00+00:00,0,1729
2025-09-16 19:18:00+00:00,0,1733
2025-09-16 19:19:00+00:00,0,1734
2025-09-16 19:20:00+00:00,0,1737
2025-09-16 19:21:00+00:00,0,1739
2025-09-16 19:22:00+00:00,0,1741
2025-09-16 19:23:00+00:00,0,1744
2025-09-16 19:24:00+00:00,0,1750
2025-09-16 19:25:00+00:00,0,1754
2025-09-16 19:26:00+00:00,0,1758
2025-09-16 19:27:00+00:00,0,1762
2025-09-16 19:28:00+00:00,0,1766
2025-09-16 19:29:00+00:00,0,1768
2025-09-16 19:30:00+00:00,0,1776
2025-09-16 19:31:00+00:00,0,1778
2025-09-16 19:32:00+00:00,0,1782
2025-09-16 19:33:00+00:00,0,1783
2025-09-16 19:34:00+00:00,0,1786
2025-09-16 19:35:00+00:00,0,1789
2025-09-16 19:36:00+00:00,0,1791
2025-09-16 19:37:00+00:00,0,1791
2025-09-16 19:38:00+00:00,0,1794
2025-09-16 19:39:00+00:00,0,1800
2025-09-16 19:40:00+00:00,0,1803
2025-09-16 19:41:00+00:00,0,1805
2025-09-16 19:42:00+00:00,0,1807
2025-09-16 19:43:00+00:00,0,1813
2025-09-16 19:44:00+00:00,0,1816
2025-09-16 19:45:00+00:00,0,1817
2025-09-16 19:46:00+00:00,0,1820
2025-09-16 19:47:00+00:00,0,1823
2025-09-16 19:48:00+00:00,0,1825
2025-09-16 19:49:00+00:00,0,1827
2025-09-16 19:50:00+00:00,0,1830
2025-09-16 19:51:00+00:00,0,1833
2025-09-16 19:52:00+00:00,0,1833
2025-09-16 19:53:00+00:00,0,1837
2025-09-16 19:54:00+00:00,0,1840
2025-09-16 19:55:00+00:00,0,1842
2025-09-16 19:56:00+00:00,0,1844
2025-09-16 19:57:00+00:00,0,1845
2025-09-16 19:58:00+00:00,0,1848
2025-09-16 19:59:00+00:00,0,1851
2025-09-16 20:00:00+00:00,0,1852
2025-09-16 20:01:00+00:00,0,1856
2025-09-16 20:02:00+00:00,0,1857
2025-09-16 20:03:00+00:00,0,1858
2025-09-16 20:04:00+00:00,0,1859
2025-09-16 20:05:00+00:00,0,1861
2025-09-16 20:06:00+00:00,0,1864
2025-09-16 20:07:00+00:00,0,1867
2025-09-16 20:08:00+00:00,0,1870
2025-09-16 20:09:00+00:00,0,1877
2025-09-16 20:10:00+00:00,0,1880
2025-09-16 20:11:00+00:00,0,1882
2025-09-16 20:12:00+00:00,0,1885
2025-09-16 20:13:00+00:00,0,1886
2025-09-16 20:14:00+00:00,0,1888
2025-09-16 20:15:00+00:00,0,1890
2025-09-16 20:16:00+00:00,0,1892
2025-09-16 20:17:00+00:00,0,1896
2025-09-16 20:18:00+00:00,0,1899
2025-09-16 20:19:00+00:00,0,1903
2025-09-16 20:20:00+00:00,0,1907
2025-09-16 20:21:00+00:00,0,1912
2025-09-16 20:22:00+00:00,0,1914
2025-09-16 20:23:00+00:00,0,1916
2025-09-16 20:24:00+00:00,0,1922
2025-09-16 20:25:00+00:00,0,1926
2025-09-16 20:26:00+00:00,0,1929
2025-09-16 20:27:00+00:00,0,1933
2025-09-16 20:28:00+00:00,0,1938
2025-09-16 20:29:00+00:00,0,1941
2025-09-16 20:30:00+00:00,0,1945
2025-09-16 20:31:00+00:00,0,1951
2025-09-16 20:32:00+00:00,0,1958
2025-09-16 20:33:00+00:00,0,1961
2025-09-16 20:34:00+00:00,0,1964
2025-09-16 20:35:00+00:00,0,1967
2025-09-16 20:36:00+00:00,0,1973
2025-09-16 20:37:00+00:00,0,1976
2025-09-16 20:38:00+00:00,0,1977
2025-09-16 20:39:00+00:00,0,1982
2025-09-16 20:40:00+00:00,0,1983
2025-09-16 20:41:00+00:00,0,1987
2025-09-16 20:42:00+00:00,0,1992
2025-09-16 20:43:00+00:00,0,1997
2025-09-16 20:44:00+00:00,0,2000
2025-09-16 20:45:00+00:00,0,2006
2025-09-16 20:46:00+00:00,0,2011
2025-09-16 20:47:00+00:00,0,2015
2025-09-16 20:48:00+00:00,0,2019
2025-09-16 20:49:00+00:00,0,2022
2025-09-16 20:50:00+00:00,0,2026
2025-09-16 20:51:00+00:00,0,2028
2025-09-16 20:52:00+00:00,0,2033
2025-09-16 20:53:00+00:00,0,2037
2025-09-16 20:54:00+00:00,0,2046
2025-09-16 20:55:00+00:00,0,2049
2025-09-16 20:56:00+00:00,0,2052
2025-09-16 20:57:00+00:00,0,2056
2025-09-16 20:58:00+00:00,0,2061
2025-09-16 20:59:00+00:00,0,2067
2025-09-16 21:00:00+00:00,0,2069
2025-09-16 21:01:00+00:00,0,2070
2025-09-16 21:02:00+00:00,0,2074
2025-09-16 21:03:00+00:00,0,2076
2025-09-16 21:04:00+00:00,0,2078
2025-09-16 21:05:00+00:00,0,2080
2025-09-16 21:06:00+00:00,0,2082
2025-09-16 21:07:00+00:00,0,2084
2025-09-16 21:08:00+00:00,0,2086
2025-09-16 21:09:00+00:00,0,2088
2025-09-16 21:10:00+00:00,0,2093
2025-09-16 21:11:00+00:00,0,2098
2025-09-16 21:12:00+00:00,0,2104
