timestamp,fe,seq_ops,rand_ops
2025-09-16 11:01:00+00:00,fe-01,12330.302870863821,5809.629958279077
2025-09-16 11:02:00+00:00,fe-01,11979.186747184036,5581.72346631029
2025-09-16 11:03:00+00:00,fe-01,10756.82407122915,5422.155765367743
2025-09-16 11:04:00+00:00,fe-01,10388.758031549114,5908.980798463905
2025-09-16 11:05:00+00:00,fe-01,12431.310857609935,5371.845620129446
2025-09-16 11:06:00+00:00,fe-01,11246.215755760955,5395.490404021202
2025-09-16 11:07:00+00:00,fe-01,12566.227096015464,5371.563506619637
2025-09-16 11:08:00+00:00,fe-01,11983.462912906283,5699.923689741371
2025-09-16 11:09:00+00:00,fe-01,10685.963282696935,5614.701950705684
2025-09-16 11:10:00+00:00,fe-01,12627.942312212193,5809.381120539938
2025-09-16 11:11:00+00:00,fe-01,10670.47050620682,5920.583368081021
2025-09-16 11:12:00+00:00,fe-01,11989.804048904938,5849.4073298977955
2025-09-16 11:13:00+00:00,fe-01,11457.527367328177,5633.2003517614085
2025-09-16 11:14:00+00:00,fe-01,10295.01605285573,5176.039853159437
2025-09-16 11:15:00+00:00,fe-01,10902.754354844745,5432.702613106553
2025-09-16 11:16:00+00:00,fe-01,10713.061613461456,4989.4094135948335
2025-09-16 11:17:00+00:00,fe-01,11264.997421759113,6319.040141296046
2025-09-16 11:18:00+00:00,fe-01,11276.353157109463,5969.08347818133
2025-09-16 11:19:00+00:00,fe-01,10211.09381901855,6280.374256803491
2025-09-16 11:20:00+00:00,fe-01,11036.243237777233,6310.53070279608
2025-09-16 11:21:00+00:00,fe-01,10849.702921116912,5769.846049422596
2025-09-16 11:22:00+00:00,fe-01,12322.907339330575,6219.748646878065
2025-09-16 11:23:00+00:00,fe-01,11165.871116865213,5287.468671953798
2025-09-16 11:24:00+00:00,fe-01,11629.89366191994,5636.689185647974
2025-09-16 11:25:00+00:00,fe-01,11185.118934027194,5152.829828450718
2025-09-16 11:26:00+00:00,fe-01,10549.927107460493,5375.428912537319
2025-09-16 11:27:00+00:00,fe-01,10539.120470206766,5103.911762975024
2025-09-16 11:28:00+00:00,fe-01,10816.869148614003,5226.931824762646
2025-09-16 11:29:00+00:00,fe-01,11480.815898411176,5697.295650636185
2025-09-16 11:30:00+00:00,fe-01,12212.063510391165,5901.575001519227
2025-09-16 11:31:00+00:00,fe-01,11638.13954665199,5993.87342042628
2025-09-16 11:32:00+00:00,fe-01,11877.170640610919,5335.23494390664
2025-09-16 11:33:00+00:00,fe-01,11026.264823413303,5471.434383459858
2025-09-16 11:34:00+00:00,fe-01,11718.288139124928,5846.75421332492
2025-09-16 11:35:00+00:00,fe-01,11741.87484004946,5085.280470864846
2025-09-16 11:36:00+00:00,fe-01,10792.05960355528,6244.750344528485
2025-09-16 11:37:00+00:00,fe-01,11374.322256748887,5473.724807344676
2025-09-16 11:38:00+00:00,fe-01,12390.24126923881,6090.289971493399
2025-09-16 11:39:00+00:00,fe-01,10312.889457748473,4962.763773362463
2025-09-16 11:40:00+00:00,fe-01,12412.9290664731,6100.853017093667
2025-09-16 11:41:00+00:00,fe-01,10506.158819943803,5066.907266908539
2025-09-16 11:42:00+00:00,fe-01,10552.378744766605,5860.16095859135
2025-09-16 11:43:00+00:00,fe-01,11989.831210027867,6196.396770621956
2025-09-16 11:44:00+00:00,fe-01,12310.376703460803,5629.826336030017
2025-09-16 11:45:00+00:00,fe-01,10657.514089198525,5854.698889310697
2025-09-16 11:46:00+00:00,fe-01,11548.638384887547,5693.137775795076
2025-09-16 11:47:00+00:00,fe-01,11331.832239930447,5983.495529001983
2025-09-16 11:48:00+00:00,fe-01,11580.067244157322,6269.385874616674
2025-09-16 11:49:00+00:00,fe-01,11654.34082945817,5319.952431048065
2025-09-16 11:50:00+00:00,fe-01,12259.180023622283,6206.834790979204
2025-09-16 11:51:00+00:00,fe-01,11428.215964057168,5595.834352919402
2025-09-16 11:52:00+00:00,fe-01,11014.944703101057,5043.120047706263
2025-09-16 11:53:00+00:00,fe-01,10919.371545043916,6278.436762678655
2025-09-16 11:54:00+00:00,fe-01,10737.795105524248,5314.608378524664
2025-09-16 11:55:00+00:00,fe-01,10568.528025691228,6028.584683607464
2025-09-16 11:56:00+00:00,fe-01,11541.888481374315,5049.081429772006
2025-09-16 11:57:00+00:00,fe-01,11414.45511573173,5415.25901223861
2025-09-16 11:58:00+00:00,fe-01,11700.316582177293,5547.856385762856
2025-09-16 11:59:00+00:00,fe-01,10830.631401065275,5756.960038574884
2025-09-16 12:00:00+00:00,fe-01,11552.40437529703,5188.949742172779
2025-09-16 12:01:00+00:00,fe-01,10367.554088007359,5144.893927717462
2025-09-16 12:02:00+00:00,fe-01,10650.841606573824,5525.623051591251
2025-09-16 12:03:00+00:00,fe-01,10780.151888001266,6061.231008943379
2025-09-16 12:04:00+00:00,fe-01,12101.841705451234,4990.919880624857
2025-09-16 12:05:00+00:00,fe-01,10416.126182021668,5017.442252522764
2025-09-16 12:06:00+00:00,fe-01,11433.0037980185,6023.792468811533
2025-09-16 12:07:00+00:00,fe-01,11625.537040112873,5510.579092104101
2025-09-16 12:08:00+00:00,fe-01,12107.635699120627,5499.07071076473
2025-09-16 12:09:00+00:00,fe-01,12060.664257080583,5459.0731544711125
2025-09-16 12:10:00+00:00,fe-01,10872.100688604798,6314.362840456445
2025-09-16 12:11:00+00:00,fe-01,10847.890515984514,5019.434114230528
2025-09-16 12:12:00+00:00,fe-01,11721.254979741472,6062.943375576418
2025-09-16 12:13:00+00:00,fe-01,10729.01855519389,6093.061948485667
2025-09-16 12:14:00+00:00,fe-01,12022.796179792555,5803.124783152715
2025-09-16 12:15:00+00:00,fe-01,10792.726394045863,6142.279538737585
2025-09-16 12:16:00+00:00,fe-01,12089.5345818842,5642.542120115664
2025-09-16 12:17:00+00:00,fe-01,10467.316756501541,5568.262526894074
2025-09-16 12:18:00+00:00,fe-01,11277.540808605778,5908.464729891386
2025-09-16 12:19:00+00:00,fe-01,12360.264822427336,5922.396442852636
2025-09-16 12:20:00+00:00,fe-01,12433.6245836173,5998.166490977437
2025-09-16 12:21:00+00:00,fe-01,11065.196908085922,5123.242884839604
2025-09-16 12:22:00+00:00,fe-01,10456.540605592476,6343.791743335756
2025-09-16 12:23:00+00:00,fe-01,10803.528648530235,5778.811783440934
2025-09-16 12:24:00+00:00,fe-01,10558.415039603822,5515.985160573512
2025-09-16 12:25:00+00:00,fe-01,10988.197532825145,5348.059868884781
2025-09-16 12:26:00+00:00,fe-01,10936.725019962645,6309.064376141113
2025-09-16 12:27:00+00:00,fe-01,12381.220516690766,6209.313059341936
2025-09-16 12:28:00+00:00,fe-01,12434.264445634006,5965.5964505120455
2025-09-16 12:29:00+00:00,fe-01,11992.05639952689,5695.985054053178
2025-09-16 12:30:00+00:00,fe-01,11347.021078435022,5405.598129568736
2025-09-16 12:31:00+00:00,fe-01,11259.518029054601,5000.3919311111185
2025-09-16 12:32:00+00:00,fe-01,11830.672632260064,5486.750658964409
2025-09-16 12:33:00+00:00,fe-01,10803.227857887383,6112.417277656185
2025-09-16 12:34:00+00:00,fe-01,10859.132179346774,6247.045580377992
2025-09-16 12:35:00+00:00,fe-01,11483.946132384406,5576.9253817128865
2025-09-16 12:36:00+00:00,fe-01,11784.886476985532,5199.687868077687
2025-09-16 12:37:00+00:00,fe-01,10618.780701833617,5701.424410287544
2025-09-16 12:38:00+00:00,fe-01,10755.796272122197,5802.401882383366
2025-09-16 12:39:00+00:00,fe-01,12244.07529554556,5068.216074109793
2025-09-16 12:40:00+00:00,fe-01,10541.854737093805,5216.069005025812
2025-09-16 12:41:00+00:00,fe-01,11282.740532328056,6090.195314878477
2025-09-16 12:42:00+00:00,fe-01,10882.938064055468,5294.152169404217
2025-09-16 12:43:00+00:00,fe-01,10830.057618574923,6280.636080985928
2025-09-16 12:44:00+00:00,fe-01,10513.576540184264,5430.282081042115
2025-09-16 12:45:00+00:00,fe-01,11138.194044082424,5291.324469067975
2025-09-16 12:46:00+00:00,fe-01,11845.851527180137,6214.851497309885
2025-09-16 12:47:00+00:00,fe-01,10277.155334050394,5879.142029685666
2025-09-16 12:48:00+00:00,fe-01,10205.848321540756,5924.639595317096
2025-09-16 12:49:00+00:00,fe-01,10549.294951512586,5487.4157958582655
2025-09-16 12:50:00+00:00,fe-01,11185.57255178591,5418.283017787578
2025-09-16 12:51:00+00:00,fe-01,11315.17487711457,6260.420835166279
2025-09-16 12:52:00+00:00,fe-01,10642.99368333996,5985.249835288621
2025-09-16 12:53:00+00:00,fe-01,11555.839837846741,5749.348558790991
2025-09-16 12:54:00+00:00,fe-01,11126.713985176591,5765.04733284691
2025-09-16 12:55:00+00:00,fe-01,10719.474319682471,6386.105356385688
2025-09-16 12:56:00+00:00,fe-01,11241.603665252225,5621.912019946665
2025-09-16 12:57:00+00:00,fe-01,10866.96575205393,5331.253216469134
2025-09-16 12:58:00+00:00,fe-01,11497.591679402602,6377.782408277988
2025-09-16 12:59:00+00:00,fe-01,11473.226405441543,6227.27379234828
2025-09-16 13:00:00+00:00,fe-01,12154.098401434347,5211.81483356804
2025-09-16 13:01:00+00:00,fe-01,10706.577704588504,6083.732961638422
2025-09-16 13:02:00+00:00,fe-01,12452.366052810388,5621.164891103339
2025-09-16 13:03:00+00:00,fe-01,10735.526164758146,5904.271260560873
2025-09-16 13:04:00+00:00,fe-01,12175.777488944,5516.319784595623
2025-09-16 13:05:00+00:00,fe-01,12354.273662344582,5194.247053526367
2025-09-16 13:06:00+00:00,fe-01,10856.11906210962,5545.715277658877
2025-09-16 13:07:00+00:00,fe-01,12309.996145682275,5903.871618570206
2025-09-16 13:08:00+00:00,fe-01,12446.882145258818,5773.248197787665
2025-09-16 13:09:00+00:00,fe-01,11435.729701616168,5330.632834243328
2025-09-16 13:10:00+00:00,fe-01,12296.693248660473,5156.12534695834
2025-09-16 13:11:00+00:00,fe-01,10791.660246134945,6182.254948598736
2025-09-16 13:12:00+00:00,fe-01,10507.750864965481,5492.573674178809
2025-09-16 13:13:00+00:00,fe-01,12096.381397777355,5779.220637456624
2025-09-16 13:14:00+00:00,fe-01,10703.365058296644,6397.228721047205
2025-09-16 13:15:00+00:00,fe-01,12317.924553288736,5750.457181152875
2025-09-16 13:16:00+00:00,fe-01,10739.10838322105,5824.42528992836
2025-09-16 13:17:00+00:00,fe-01,10530.22773930966,6198.447860655538
2025-09-16 13:18:00+00:00,fe-01,12014.826845292468,5848.245876178351
2025-09-16 13:19:00+00:00,fe-01,11471.103474334273,5806.125058798693
2025-09-16 13:20:00+00:00,fe-01,11244.77383583361,5869.872406645848
2025-09-16 13:21:00+00:00,fe-01,10605.392518069313,6145.68690744833
2025-09-16 13:22:00+00:00,fe-01,11198.219500945786,6338.598365329358
2025-09-16 13:23:00+00:00,fe-01,10998.863284297759,6225.37590702545
2025-09-16 13:24:00+00:00,fe-01,11256.917344103658,5984.488128145414
2025-09-16 13:25:00+00:00,fe-01,10339.387054209727,4994.317041766643
2025-09-16 13:26:00+00:00,fe-01,11125.460229668428,5569.192201175512
2025-09-16 13:27:00+00:00,fe-01,10584.685692231027,5799.033871494522
2025-09-16 13:28:00+00:00,fe-01,10242.389290715959,6286.837722305521
2025-09-16 13:29:00+00:00,fe-01,10811.136880812486,5354.199547975929
2025-09-16 13:30:00+00:00,fe-01,12077.454647873094,6373.418412744462
2025-09-16 13:31:00+00:00,fe-01,11284.187182070113,5864.221860073008
2025-09-16 13:32:00+00:00,fe-01,10846.15323534749,5635.606080943599
2025-09-16 13:33:00+00:00,fe-01,11757.983099020663,5699.434161753149
2025-09-16 13:34:00+00:00,fe-01,12362.191019575022,6032.020168474637
2025-09-16 13:35:00+00:00,fe-01,11429.774313908412,6180.678949645172
2025-09-16 13:36:00+00:00,fe-01,11809.745242118126,5839.592404728334
2025-09-16 13:37:00+00:00,fe-01,12142.959966802207,5119.475283023275
2025-09-16 13:38:00+00:00,fe-01,10507.912962939534,5106.710658694216
2025-09-16 13:39:00+00:00,fe-01,11271.251690792169,5134.180172599657
2025-09-16 13:40:00+00:00,fe-01,12429.52425068981,5441.541578822699
2025-09-16 13:41:00+00:00,fe-01,11135.49624930407,6135.083470675847
2025-09-16 13:42:00+00:00,fe-01,11120.698041141199,6231.10125822106
2025-09-16 13:43:00+00:00,fe-01,11895.512191072603,6123.190796834968
2025-09-16 13:44:00+00:00,fe-01,11208.88946281118,6151.737539868229
2025-09-16 13:45:00+00:00,fe-01,10479.709501659612,5355.418037313737
2025-09-16 13:46:00+00:00,fe-01,10637.379738388796,5609.739860034328
2025-09-16 13:47:00+00:00,fe-01,12567.541502971444,5510.202157854587
2025-09-16 13:48:00+00:00,fe-01,10876.733539843051,6060.862575381416
2025-09-16 13:49:00+00:00,fe-01,11896.774876569754,5128.756717829748
2025-09-16 13:50:00+00:00,fe-01,11206.715707575422,4969.197933560393
2025-09-16 13:51:00+00:00,fe-01,11527.404660197466,5948.878694371189
2025-09-16 13:52:00+00:00,fe-01,11316.922324894338,5259.329618216993
2025-09-16 13:53:00+00:00,fe-01,12239.209769222873,6446.737041698916
2025-09-16 13:54:00+00:00,fe-01,12613.85673113569,5916.008953688603
2025-09-16 13:55:00+00:00,fe-01,12368.765279741907,5259.849068323075
2025-09-16 13:56:00+00:00,fe-01,10456.162733515393,5786.40029102453
2025-09-16 13:57:00+00:00,fe-01,12441.572327234504,5780.658959613659
2025-09-16 13:58:00+00:00,fe-01,11877.308159038286,5956.942628524426
2025-09-16 13:59:00+00:00,fe-01,11100.02722211997,5419.127264226184
2025-09-16 14:00:00+00:00,fe-01,11858.055747611224,5729.346730761368
2025-09-16 14:01:00+00:00,fe-01,11813.246733633008,5095.525634851798
2025-09-16 14:02:00+00:00,fe-01,10891.407034472768,5729.083585003658
2025-09-16 14:03:00+00:00,fe-01,10249.098484488148,5755.385362964274
2025-09-16 14:04:00+00:00,fe-01,12485.516927852756,6059.568451990125
2025-09-16 14:05:00+00:00,fe-01,12151.26813296367,5958.385810558352
2025-09-16 14:06:00+00:00,fe-01,12511.063315438485,5878.773110833766
2025-09-16 14:07:00+00:00,fe-01,12375.67877026795,5249.1604626619255
2025-09-16 14:08:00+00:00,fe-01,10480.067023157839,6122.637413607858
2025-09-16 14:09:00+00:00,fe-01,10370.783846364933,6002.8475022814955
2025-09-16 14:10:00+00:00,fe-01,12469.265040534292,5243.721903755638
2025-09-16 14:11:00+00:00,fe-01,12473.982205195094,6039.669160910496
2025-09-16 14:12:00+00:00,fe-01,11941.308131045862,5547.2950182475215
2025-09-16 14:13:00+00:00,fe-01,12321.906522218784,5029.846728086085
2025-09-16 14:14:00+00:00,fe-01,10319.657366150981,5398.777750621521
2025-09-16 14:15:00+00:00,fe-01,12507.489982935249,5031.753017747505
2025-09-16 14:16:00+00:00,fe-01,11374.309530339582,6191.821883469266
2025-09-16 14:17:00+00:00,fe-01,11504.499675991088,5392.470510022775
2025-09-16 14:18:00+00:00,fe-01,12216.536138061634,5894.208084200976
2025-09-16 14:19:00+00:00,fe-01,11717.260497691332,5650.426690860659
2025-09-16 14:20:00+00:00,fe-01,12436.76612989239,5103.524001083247
2025-09-16 14:21:00+00:00,fe-01,10370.822699342054,5977.256171991551
2025-09-16 14:22:00+00:00,fe-01,11602.9010047805,5260.864570225535
2025-09-16 14:23:00+00:00,fe-01,11286.667821254572,6178.296427885202
2025-09-16 14:24:00+00:00,fe-01,12123.023378387163,5058.555684303097
2025-09-16 14:25:00+00:00,fe-01,10643.788553043953,5061.8893729047495
2025-09-16 14:26:00+00:00,fe-01,11405.880602789512,6156.692142019968
2025-09-16 14:27:00+00:00,fe-01,10603.763525945997,6245.611303141953
2025-09-16 14:28:00+00:00,fe-01,11254.071538584221,5588.183482635163
2025-09-16 14:29:00+00:00,fe-01,11403.63117436208,5124.151382182173
2025-09-16 14:30:00+00:00,fe-01,10662.703267423885,5118.5983320597115
2025-09-16 14:31:00+00:00,fe-01,12288.66738809577,5332.06567872094
2025-09-16 14:32:00+00:00,fe-01,11915.772776281548,5558.3790750138205
2025-09-16 14:33:00+00:00,fe-01,12444.525867397164,5308.1402671056585
2025-09-16 14:34:00+00:00,fe-01,11758.449888542842,5875.4469649791145
2025-09-16 14:35:00+00:00,fe-01,11174.339854929742,5848.301920486693
2025-09-16 14:36:00+00:00,fe-01,12115.317686044695,5696.9553269245225
2025-09-16 14:37:00+00:00,fe-01,10353.682681394383,5716.854070720404
2025-09-16 14:38:00+00:00,fe-01,11970.328951525345,6033.640833515543
2025-09-16 14:39:00+00:00,fe-01,11177.167855765447,6002.374479403281
2025-09-16 14:40:00+00:00,fe-01,10575.121467072857,6006.414399437367
2025-09-16 14:41:00+00:00,fe-01,10975.216006453262,5439.0634278859625
2025-09-16 14:42:00+00:00,fe-01,12394.293067958095,6286.638684060978
2025-09-16 14:43:00+00:00,fe-01,10875.820821596357,6010.426788722371
2025-09-16 14:44:00+00:00,fe-01,11632.460632527489,5953.046843980321
2025-09-16 14:45:00+00:00,fe-01,11499.53780432426,5738.838140337652
2025-09-16 14:46:00+00:00,fe-01,11560.96418310971,6149.063164357304
2025-09-16 14:47:00+00:00,fe-01,10474.54882578949,5493.646424207142
2025-09-16 14:48:00+00:00,fe-01,11435.757629566016,6027.344667794324
2025-09-16 14:49:00+00:00,fe-01,11754.5614276038,5235.0280834108335
2025-09-16 14:50:00+00:00,fe-01,11237.118003297905,5292.9350615755075
2025-09-16 14:51:00+00:00,fe-01,10561.191104962421,5826.914027410145
2025-09-16 14:52:00+00:00,fe-01,10507.722588826391,5183.910852647785
2025-09-16 14:53:00+00:00,fe-01,11077.955481343522,5206.330869471363
2025-09-16 14:54:00+00:00,fe-01,11136.768099364594,5492.665297231709
2025-09-16 14:55:00+00:00,fe-01,11208.333778803297,5219.077530349995
2025-09-16 14:56:00+00:00,fe-01,11687.87785896803,5731.076412937043
2025-09-16 14:57:00+00:00,fe-01,10838.2950991834,6221.476952631525
2025-09-16 14:58:00+00:00,fe-01,11895.496796634689,5729.3891640523
2025-09-16 14:59:00+00:00,fe-01,10442.482810725503,5447.674391052078
2025-09-16 15:00:00+00:00,fe-01,10621.458020578779,5999.448400123554
2025-09-16 15:01:00+00:00,fe-01,12354.37277206488,5325.370905329719
2025-09-16 15:02:00+00:00,fe-01,12189.234897625582,6091.103839619171
2025-09-16 15:03:00+00:00,fe-01,11635.325892190765,5351.283723436165
2025-09-16 15:04:00+00:00,fe-01,11178.463508780595,5714.763908865289
2025-09-16 15:05:00+00:00,fe-01,10388.98151263495,5804.852417964609
2025-09-16 15:06:00+00:00,fe-01,11001.40539178118,5280.649052675256
2025-09-16 15:07:00+00:00,fe-01,11056.933248525344,4949.833009845253
2025-09-16 15:08:00+00:00,fe-01,10276.124100635825,5780.632330432878
2025-09-16 15:09:00+00:00,fe-01,11006.232899489885,5867.7429073620115
2025-09-16 15:10:00+00:00,fe-01,11533.540695004831,5037.314157815122
2025-09-16 15:11:00+00:00,fe-01,10492.023603280126,5703.507305544368
2025-09-16 15:12:00+00:00,fe-01,12302.910190266335,6374.6414198738175
2025-09-16 15:13:00+00:00,fe-01,10905.864035769453,6226.241816574196
2025-09-16 15:14:00+00:00,fe-01,11202.147605206532,6022.672703752471
2025-09-16 15:15:00+00:00,fe-01,11401.081162187453,5858.488041785525
2025-09-16 15:16:00+00:00,fe-01,10387.707325897425,5451.0590880020145
2025-09-16 15:17:00+00:00,fe-01,11863.39410805554,6217.493247408764
2025-09-16 15:18:00+00:00,fe-01,11159.76974907817,6267.364099589654
2025-09-16 15:19:00+00:00,fe-01,10351.101491627154,5438.302709169598
2025-09-16 15:20:00+00:00,fe-01,10514.812613419557,6456.500990021986
2025-09-16 15:21:00+00:00,fe-01,10388.343591258397,5578.561166008224
2025-09-16 15:22:00+00:00,fe-01,12009.583909378369,5167.464410779288
2025-09-16 15:23:00+00:00,fe-01,11363.032248858726,5730.345363894694
2025-09-16 15:24:00+00:00,fe-01,12145.058885487868,5585.656435064394
2025-09-16 15:25:00+00:00,fe-01,11013.050898237656,6127.695375199581
2025-09-16 15:26:00+00:00,fe-01,11026.140975013348,5667.488922994339
2025-09-16 15:27:00+00:00,fe-01,11297.532228669957,6415.987800254027
2025-09-16 15:28:00+00:00,fe-01,11835.299598860014,5465.265816601384
2025-09-16 15:29:00+00:00,fe-01,11605.111087721118,5877.3199221704845
2025-09-16 15:30:00+00:00,fe-01,12115.523851371865,5479.021699919042
2025-09-16 15:31:00+00:00,fe-01,11397.407414194906,6293.377081300047
2025-09-16 15:32:00+00:00,fe-01,11751.26914775693,6312.387372921202
2025-09-16 15:33:00+00:00,fe-01,11454.036659508685,5946.873022880205
2025-09-16 15:34:00+00:00,fe-01,11933.021266963797,5209.694384358504
2025-09-16 15:35:00+00:00,fe-01,12127.25200084914,5855.690218620305
2025-09-16 15:36:00+00:00,fe-01,10701.176625048141,5758.322019307067
2025-09-16 15:37:00+00:00,fe-01,12189.816485805242,5658.351555455913
2025-09-16 15:38:00+00:00,fe-01,12539.586305624669,5997.955658079375
2025-09-16 15:39:00+00:00,fe-01,12495.609055797519,5984.16745561438
2025-09-16 15:40:00+00:00,fe-01,11964.172722636844,5273.68446017429
2025-09-16 15:41:00+00:00,fe-01,11436.42983633664,6071.207556588723
2025-09-16 15:42:00+00:00,fe-01,10209.523391911898,5332.245646722207
2025-09-16 15:43:00+00:00,fe-01,10839.693858944172,6088.498173408894
2025-09-16 15:44:00+00:00,fe-01,11854.909494402405,5388.213207090355
2025-09-16 15:45:00+00:00,fe-01,10757.620259595707,5613.923953278876
2025-09-16 15:46:00+00:00,fe-01,10657.330567216311,5235.94545828431
2025-09-16 15:47:00+00:00,fe-01,10807.219974558866,5836.106744792932
2025-09-16 15:48:00+00:00,fe-01,11693.152219994992,5895.2457974916815
2025-09-16 15:49:00+00:00,fe-01,10883.436535839037,6376.254179301487
2025-09-16 15:50:00+00:00,fe-01,11296.257899327575,5249.495348439676
2025-09-16 15:51:00+00:00,fe-01,11795.988987551198,5322.12211883143
2025-09-16 15:52:00+00:00,fe-01,12242.407996860746,5531.121042984996
2025-09-16 15:53:00+00:00,fe-01,12070.835048354847,6320.18133381426
2025-09-16 15:54:00+00:00,fe-01,10839.895177540477,6015.984092716384
2025-09-16 15:55:00+00:00,fe-01,10353.113453957656,5686.344942631638
2025-09-16 15:56:00+00:00,fe-01,11064.10909808624,5387.966545789667
2025-09-16 15:57:00+00:00,fe-01,10359.667705565236,6277.855301194567
2025-09-16 15:58:00+00:00,fe-01,12430.088356255108,5511.939110614988
2025-09-16 15:59:00+00:00,fe-01,10252.111312732393,5641.954273871503
2025-09-16 16:00:00+00:00,fe-01,10930.550380686756,5667.460312954624
2025-09-16 16:01:00+00:00,fe-01,12307.48360036947,5140.45780189724
2025-09-16 16:02:00+00:00,fe-01,12000.028597246035,6418.217186923663
2025-09-16 16:03:00+00:00,fe-01,10729.299471458527,5468.62039948029
2025-09-16 16:04:00+00:00,fe-01,10753.675127257802,6042.252433771482
2025-09-16 16:05:00+00:00,fe-01,12110.762001152014,6019.25131147866
2025-09-16 16:06:00+00:00,fe-01,10833.936937565284,5552.631083209075
2025-09-16 16:07:00+00:00,fe-01,11251.087311631542,5529.705132745163
2025-09-16 16:08:00+00:00,fe-01,10377.323930944476,6116.061166960602
2025-09-16 16:09:00+00:00,fe-01,11836.940058543987,5032.12636262122
2025-09-16 16:10:00+00:00,fe-01,12313.8607739102,6388.947685932619
2025-09-16 16:11:00+00:00,fe-01,10710.33274908533,5408.811097841382
2025-09-16 16:12:00+00:00,fe-01,11731.372823073998,5666.622557353034
2025-09-16 16:13:00+00:00,fe-01,10944.244798096646,5391.971581162926
2025-09-16 16:14:00+00:00,fe-01,12242.525412979016,5647.090122918254
2025-09-16 16:15:00+00:00,fe-01,10880.635969631447,5779.684053513674
2025-09-16 16:16:00+00:00,fe-01,12342.432174282807,5971.3128360877545
2025-09-16 16:17:00+00:00,fe-01,12176.326868109887,6088.644703362417
2025-09-16 16:18:00+00:00,fe-01,11236.409274189567,6289.712941313187
2025-09-16 16:19:00+00:00,fe-01,12190.403564843102,5324.527413689343
2025-09-16 16:20:00+00:00,fe-01,12060.611306144225,5043.333196352025
2025-09-16 16:21:00+00:00,fe-01,11287.06876415087,5304.518699132083
2025-09-16 16:22:00+00:00,fe-01,11354.87625176645,5585.1258621994775
2025-09-16 16:23:00+00:00,fe-01,12156.742770448689,6358.331892018836
2025-09-16 16:24:00+00:00,fe-01,10542.568103465486,5666.8093874891665
2025-09-16 16:25:00+00:00,fe-01,12431.898528642896,5317.780706355726
2025-09-16 16:26:00+00:00,fe-01,11781.563106879321,5437.848123550396
2025-09-16 16:27:00+00:00,fe-01,10566.109634887842,5901.665263788703
2025-09-16 16:28:00+00:00,fe-01,11650.907608555215,5069.632601513862
2025-09-16 16:29:00+00:00,fe-01,10368.513113197672,6227.828882686633
2025-09-16 16:30:00+00:00,fe-01,11879.102708323038,5377.556787469002
2025-09-16 16:31:00+00:00,fe-01,11087.11332295258,6093.269950023887
